ticket_id,user_id,match_id,seat,section,gate_id,category,qr_token,scan_status,scan_time,fraud_score
3804,4118,59,S-C-66,Sec-10,10,General,QR-F29009D7BA06,Scanned,2026-05-18T22:25:00,4
3805,6648,60,S-D-60,Sec-8,7,General,QR-9C5ECE46949A,Scanned,2026-05-19T20:36:00,10
3806,9010,61,S-C-98,Sec-12,6,Club,QR-72AAFD54AA79,Scanned,2026-05-20T20:30:00,11
3807,5415,62,S-A-10,Sec-3,7,Premium,QR-A57B8DB52B2C,Scanned,2026-05-21T22:15:00,14
3808,1195,63,S-B-91,Sec-17,10,Premium,QR-82B212FE83AA,Scanned,2026-05-22T19:40:00,14
3809,8587,64,S-D-14,Sec-4,10,Premium,QR-6CFAC5E78677,Scanned,2026-05-23T15:50:00,12
3810,4364,55,S-B-4,Sec-1,2,VIP,QR-5C4851984D8F,Scanned,2026-05-14T20:06:00,5
3811,5084,56,S-A-96,Sec-17,16,General,QR-99A7D68F44BB,Scanned,2026-05-15T19:48:00,12
3812,3283,57,S-D-29,Sec-6,6,Premium,QR-1C3CDEE780FB,Scanned,2026-05-16T16:38:00,8
3813,2364,58,S-B-82,Sec-15,7,General,QR-D1A6742A3ABF,Scanned,2026-05-17T19:20:00,6
3814,9926,59,S-C-20,Sec-6,8,Club,QR-7EF3D025A268,Scanned,2026-05-18T21:50:00,9
3815,2050,60,S-D-3,Sec-18,7,Club,QR-AA09F462B6D2,Scanned,2026-05-19T20:46:00,0
3816,5152,61,S-A-56,Sec-6,3,Premium,QR-1E48B00463F2,Scanned,2026-05-20T19:01:00,15
3817,6346,62,S-A-21,Sec-20,10,Club,QR-6C42571B62DA,Scanned,2026-05-21T22:27:00,12
3818,1320,63,S-A-47,Sec-3,9,VIP,QR-498442933F00,Scanned,2026-05-22T19:56:00,2
3819,3112,64,S-B-55,Sec-6,7,General,QR-1764C64C4584,Scanned,2026-05-23T16:03:00,8
3820,7855,55,S-A-58,Sec-5,2,General,QR-D431DD81FBA3,Scanned,2026-05-14T21:17:00,6
3821,3516,56,S-B-1,Sec-7,13,Premium,QR-BD277C18F4A4,Scanned,2026-05-15T19:58:00,1
3822,4236,57,S-D-43,Sec-7,6,VIP,QR-C093141B880E,Scanned,2026-05-16T16:44:00,8
3823,1494,58,S-A-54,Sec-13,11,General,QR-27EEA2ECC913,Scanned,2026-05-17T19:29:00,4
3824,7317,59,S-D-94,Sec-10,8,General,QR-2BFAB64042ED,Scanned,2026-05-18T21:32:00,13
3825,5166,60,S-C-36,Sec-9,7,Premium,QR-C99144A18AAA,Scanned,2026-05-19T20:28:00,0
3826,8142,61,S-D-34,Sec-19,1,General,QR-9687C9377AB6,Scanned,2026-05-20T19:41:00,3
3827,5754,62,S-C-71,Sec-1,10,General,QR-6878B6FF2E5A,Scanned,2026-05-21T23:13:00,9
3828,7672,63,S-C-19,Sec-19,7,VIP,QR-506B7A6E49AA,Scanned,2026-05-22T20:56:00,15
3829,3124,64,S-C-13,Sec-4,10,Premium,QR-4663B217B1D8,Scanned,2026-05-23T15:08:00,0
3830,7684,55,S-D-13,Sec-7,3,General,QR-2A21E4CEC78D,Scanned,2026-05-14T19:59:00,0
3831,7103,56,S-B-90,Sec-8,12,VIP,QR-157B7B2AA798,Scanned,2026-05-15T20:39:00,10
3832,6315,57,S-B-59,Sec-15,6,Premium,QR-BCEAB79EF5AB,Scanned,2026-05-16T16:46:00,1
3833,1939,58,S-C-64,Sec-13,9,Premium,QR-028D7DF6B079,Scanned,2026-05-17T19:51:00,8
3834,1766,59,S-A-12,Sec-4,8,VIP,QR-18DD8D565D79,Scanned,2026-05-18T22:30:00,11
3835,9300,60,S-D-24,Sec-15,9,Premium,QR-35F5464E4A83,Scanned,2026-05-19T19:57:00,10
3836,4622,61,S-A-57,Sec-9,4,Premium,QR-52ED9FD063C3,Scanned,2026-05-20T19:38:00,1
3837,5174,62,S-C-69,Sec-17,11,General,QR-5DFFD9C38555,Scanned,2026-05-21T22:20:00,0
3838,2105,63,S-C-17,Sec-6,7,Club,QR-C37E0154786B,Scanned,2026-05-22T20:50:00,13
3839,5834,64,S-C-77,Sec-6,11,Premium,QR-EFD31DBD9A55,Scanned,2026-05-23T15:46:00,10
3840,8258,55,S-C-57,Sec-16,1,VIP,QR-68AA138A9099,Scanned,2026-05-14T19:50:00,13
3841,8360,56,S-B-3,Sec-10,16,General,QR-F17CBEEE7074,Scanned,2026-05-15T20:53:00,6
3842,8245,57,S-C-42,Sec-4,3,Club,QR-BC4B97B26920,Scanned,2026-05-16T15:35:00,4
3843,9694,58,S-D-5,Sec-4,7,Club,QR-EDB8D4EF7DB3,Scanned,2026-05-17T21:20:00,11
3844,4361,59,S-B-49,Sec-17,9,Premium,QR-7A68400D6566,Scanned,2026-05-18T22:34:00,3
3845,9422,60,S-B-35,Sec-15,11,Club,QR-FB6B2AC54934,Scanned,2026-05-19T21:05:00,0
3846,1116,61,S-D-36,Sec-13,4,General,QR-696AF8A7CF15,Scanned,2026-05-20T20:47:00,7
3847,3075,62,S-D-14,Sec-11,7,General,QR-E1F6AA1B0453,Scanned,2026-05-21T22:17:00,15
3848,9534,63,S-D-96,Sec-18,10,General,QR-F0283FA336A5,Scanned,2026-05-22T20:24:00,6
3849,9391,64,S-D-66,Sec-4,11,VIP,QR-1B112593B00D,Scanned,2026-05-23T16:43:00,11
3850,7487,55,S-B-7,Sec-19,5,VIP,QR-473C78060092,Scanned,2026-05-14T20:20:00,14
3851,9134,56,S-C-79,Sec-19,12,General,QR-1778BEA1765B,Scanned,2026-05-15T19:20:00,7
3852,8579,57,S-C-40,Sec-9,5,VIP,QR-71E81DF483FD,Scanned,2026-05-16T16:10:00,10
3853,3792,58,S-D-18,Sec-13,7,General,QR-53EE38B3F2E7,Scanned,2026-05-17T19:25:00,12
3854,8405,59,S-C-73,Sec-4,9,VIP,QR-DAF7B51595B0,Scanned,2026-05-18T22:21:00,9
3855,6586,60,S-B-79,Sec-17,10,General,QR-A7363C8929CE,Scanned,2026-05-19T20:14:00,7
3856,6962,61,S-C-58,Sec-17,3,General,QR-46EA21C3A3AE,Scanned,2026-05-20T19:22:00,13
3857,2181,62,S-D-62,Sec-17,8,Club,QR-8022CE9D4F9C,Scanned,2026-05-21T21:56:00,13
3858,9009,63,S-B-8,Sec-15,9,Premium,QR-F7D8B9F44F85,Scanned,2026-05-22T20:02:00,1
3859,2539,64,S-B-41,Sec-1,7,Club,QR-CA303B2F211E,Scanned,2026-05-23T15:21:00,12
3860,7356,55,S-B-20,Sec-7,6,General,QR-4C55A23750B1,Scanned,2026-05-14T19:15:00,6
3861,4872,56,S-B-53,Sec-19,13,VIP,QR-7B3EFB985FC2,Scanned,2026-05-15T20:08:00,0
3862,1709,57,S-B-29,Sec-3,5,VIP,QR-A573A934A644,Scanned,2026-05-16T16:47:00,10
3863,3599,58,S-D-31,Sec-11,8,Club,QR-3DBD25C236BB,Scanned,2026-05-17T20:00:00,6
3864,3554,59,S-C-77,Sec-2,9,General,QR-931F05D8494F,Scanned,2026-05-18T22:08:00,14
3865,5389,60,S-D-63,Sec-3,8,Premium,QR-8B04E6A919F2,Scanned,2026-05-19T20:48:00,7
3866,4982,61,S-C-41,Sec-12,3,Club,QR-3FD685019E7C,Scanned,2026-05-20T19:56:00,1
3867,1603,62,S-A-53,Sec-4,9,Club,QR-5671E154FD31,Scanned,2026-05-21T23:10:00,4
3868,7851,63,S-C-34,Sec-12,10,VIP,QR-99BB9B130D90,Scanned,2026-05-22T21:02:00,6
3869,2822,64,S-B-14,Sec-18,11,VIP,QR-620411B7C2A4,Scanned,2026-05-23T15:20:00,12
3870,8826,55,S-A-54,Sec-11,5,Premium,QR-6E1F92342EF1,Scanned,2026-05-14T20:57:00,4
3871,3521,56,S-B-20,Sec-18,12,Club,QR-F1B0DDD30212,Scanned,2026-05-15T19:37:00,3
3872,7328,57,S-C-37,Sec-14,6,Premium,QR-185E7F0E8273,Scanned,2026-05-16T17:14:00,11
3873,5206,58,S-C-48,Sec-11,11,VIP,QR-39358D86F4C6,Scanned,2026-05-17T20:17:00,0
3874,7683,59,S-B-91,Sec-11,9,VIP,QR-31469479F836,Scanned,2026-05-18T23:07:00,4
3875,8984,60,S-C-28,Sec-8,10,General,QR-86468D1788CA,Scanned,2026-05-19T19:13:00,15
3876,4141,61,S-A-34,Sec-14,6,Premium,QR-4D5FA93D70EB,Scanned,2026-05-20T19:16:00,13
3877,5001,62,S-D-73,Sec-13,7,General,QR-0839906DBA80,Scanned,2026-05-21T21:07:00,5
3878,4011,63,S-B-8,Sec-19,8,Club,QR-365D003D7222,Scanned,2026-05-22T21:16:00,5
3879,7561,64,S-A-59,Sec-20,10,VIP,QR-72B6A0DE2D60,Scanned,2026-05-23T15:54:00,0
3880,2100,55,S-C-87,Sec-4,1,Club,QR-DF418ECB8C9C,Scanned,2026-05-14T19:22:00,0
3881,4421,56,S-C-40,Sec-20,13,General,QR-F587E45FBD77,Scanned,2026-05-15T21:06:00,6
3882,3681,57,S-A-49,Sec-6,1,Club,QR-48D374F2E18F,Scanned,2026-05-16T15:29:00,15
3883,2189,58,S-B-74,Sec-13,7,Premium,QR-07FEC57DF2AE,Scanned,2026-05-17T20:20:00,7
3884,6525,59,S-B-4,Sec-16,11,Premium,QR-AA7B135EAA6D,Scanned,2026-05-18T22:52:00,0
3885,1691,60,S-A-72,Sec-5,7,Premium,QR-8DF782A10B76,Scanned,2026-05-19T20:36:00,13
3886,5584,61,S-B-59,Sec-2,2,Premium,QR-1B59F78E3EAB,Scanned,2026-05-20T19:22:00,14
3887,9872,62,S-D-22,Sec-18,9,VIP,QR-1D775EC146DC,Scanned,2026-05-21T21:58:00,15
3888,3470,63,S-B-89,Sec-17,8,General,QR-46BA0B6203EB,Scanned,2026-05-22T19:38:00,6
3889,1869,64,S-C-34,Sec-14,7,General,QR-644295AB1F20,Scanned,2026-05-23T16:38:00,13
3890,3251,55,S-C-63,Sec-14,6,Club,QR-91F02F30272C,Scanned,2026-05-14T19:47:00,10
3891,5347,56,S-D-20,Sec-9,12,Club,QR-EAE5EFF3A67E,Scanned,2026-05-15T21:16:00,13
3892,4564,57,S-D-71,Sec-15,3,Premium,QR-7F5257422848,Scanned,2026-05-16T15:48:00,14
3893,1231,58,S-D-1,Sec-20,9,Club,QR-CC6F3DD374C4,Scanned,2026-05-17T19:14:00,8
3894,8670,59,S-D-100,Sec-2,9,Club,QR-FD2818C96533,Scanned,2026-05-18T21:59:00,15
3895,3510,60,S-C-20,Sec-13,10,General,QR-6D279155605A,Scanned,2026-05-19T20:44:00,14
3896,7571,61,S-A-91,Sec-13,5,General,QR-F272952D4772,Scanned,2026-05-20T20:46:00,4
3897,1022,62,S-C-26,Sec-16,9,General,QR-CB00ABF44ACF,Scanned,2026-05-21T21:28:00,0
3898,7344,63,S-D-70,Sec-17,7,Club,QR-B8217B1DBD7A,Scanned,2026-05-22T21:12:00,10
3899,7194,64,S-C-61,Sec-19,7,Premium,QR-5AF4204B9869,Scanned,2026-05-23T17:01:00,12
3900,9581,55,S-B-16,Sec-6,3,General,QR-4FD93702230C,Failed,2026-05-14T20:44:00,88
3901,7113,56,S-C-11,Sec-13,14,Premium,QR-2C96D172A98F,Scanned,2026-05-15T19:48:00,7
3902,1324,57,S-D-1,Sec-4,1,General,QR-13185EDDBA8E,Scanned,2026-05-16T16:59:00,8
3903,8961,58,S-A-47,Sec-6,10,General,QR-6714128D0DD3,Scanned,2026-05-17T19:09:00,12
3904,1899,59,S-D-37,Sec-2,7,Club,QR-2CBF0F751E27,Scanned,2026-05-18T21:21:00,3
3905,9978,60,S-C-94,Sec-15,9,Premium,QR-202A6D404199,Scanned,2026-05-19T20:23:00,13
3906,5812,61,S-D-11,Sec-2,5,Club,QR-2954A6109681,Scanned,2026-05-20T19:25:00,4
3907,1009,62,S-A-87,Sec-16,9,General,QR-6CA1450A8287,Scanned,2026-05-21T22:57:00,1
3908,1461,63,S-B-2,Sec-12,7,General,QR-13E56A897742,Scanned,2026-05-22T19:13:00,11
3909,8759,64,S-B-88,Sec-8,7,Premium,QR-73ECF5B96542,Scanned,2026-05-23T15:51:00,9
3910,1196,55,S-B-80,Sec-16,6,Premium,QR-DA4EC649615A,Scanned,2026-05-14T21:12:00,2
3911,6469,56,S-B-77,Sec-14,14,Club,QR-8EE6E9927214,Scanned,2026-05-15T20:12:00,14
3912,3737,57,S-C-20,Sec-13,3,Club,QR-6A2F8181A7ED,Scanned,2026-05-16T16:01:00,8
3913,5609,58,S-A-52,Sec-10,11,VIP,QR-9E41EAA68B5C,Scanned,2026-05-17T20:38:00,1
3914,5780,59,S-A-88,Sec-12,7,VIP,QR-0D71B8CB3017,Scanned,2026-05-18T22:26:00,14
3915,4765,60,S-D-55,Sec-13,7,Premium,QR-17EA44DF7629,Scanned,2026-05-19T20:19:00,14
3916,7173,61,S-A-68,Sec-11,6,Club,QR-4C2AF1F59C02,Scanned,2026-05-20T19:43:00,3
3917,5935,62,S-A-47,Sec-17,9,Club,QR-BC0DD6300E32,Scanned,2026-05-21T22:58:00,14
3918,5507,63,S-C-76,Sec-20,9,Club,QR-A0E614A9F349,Scanned,2026-05-22T19:08:00,2
3919,9247,64,S-D-22,Sec-10,7,General,QR-7589E7606AFC,Scanned,2026-05-23T16:26:00,10
3920,5186,55,S-C-43,Sec-1,6,General,QR-11A0A9F179BD,Scanned,2026-05-14T19:49:00,14
3921,5235,56,S-C-98,Sec-8,16,Club,QR-CA3AD0B48C02,Scanned,2026-05-15T20:27:00,5
3922,2593,57,S-A-12,Sec-2,3,Premium,QR-F9A8A43D30A5,Scanned,2026-05-16T15:28:00,3
3923,7724,58,S-D-66,Sec-20,11,VIP,QR-14614D575561,Scanned,2026-05-17T21:02:00,8
3924,2252,59,S-B-46,Sec-19,11,VIP,QR-D568A2F50751,Scanned,2026-05-18T22:24:00,5
3925,1858,60,S-D-93,Sec-7,10,General,QR-5D83B4DF6585,Scanned,2026-05-19T19:12:00,6
3926,1654,61,S-B-19,Sec-14,6,VIP,QR-2F0793745A9C,Scanned,2026-05-20T19:04:00,0
3927,3200,62,S-A-43,Sec-11,9,Premium,QR-4F33D9A9AEB0,Scanned,2026-05-21T21:52:00,15
3928,9980,63,S-A-92,Sec-20,9,Premium,QR-AFAF185CA43F,Scanned,2026-05-22T19:08:00,15
3929,5185,64,S-C-58,Sec-10,8,General,QR-FF0D7D21CB10,Scanned,2026-05-23T16:08:00,15
3930,5062,55,S-D-14,Sec-16,4,General,QR-A799C5F41E09,Scanned,2026-05-14T20:05:00,5
3931,2321,56,S-C-56,Sec-3,16,VIP,QR-1D8D8ACA41C0,Scanned,2026-05-15T19:19:00,5
3932,9771,57,S-A-35,Sec-12,4,Premium,QR-AFD0991C391A,Scanned,2026-05-16T15:13:00,10
3933,8011,58,S-D-76,Sec-18,8,Premium,QR-E1CF7A3966E0,Scanned,2026-05-17T19:32:00,14
3934,5804,59,S-C-43,Sec-17,11,Club,QR-6FE115631089,Scanned,2026-05-18T21:20:00,10
3935,4861,60,S-C-1,Sec-4,9,Club,QR-8D284739FE45,Scanned,2026-05-19T20:05:00,2
3936,1054,61,S-C-78,Sec-14,5,Premium,QR-72DA87533B49,Scanned,2026-05-20T20:26:00,13
3937,4421,62,S-C-49,Sec-8,8,Club,QR-48E79398B02A,Scanned,2026-05-21T21:55:00,2
3938,5568,63,S-C-38,Sec-16,11,General,QR-32ECF5881BB2,Scanned,2026-05-22T20:52:00,4
3939,7671,64,S-A-9,Sec-12,11,Premium,QR-8A06A4F3EFD8,Scanned,2026-05-23T15:32:00,11
3940,4933,55,S-A-60,Sec-1,4,Club,QR-088624BD1302,Scanned,2026-05-14T20:46:00,4
3941,6179,56,S-B-14,Sec-13,15,VIP,QR-67BD9F0863FC,Scanned,2026-05-15T20:16:00,0
3942,5908,57,S-B-32,Sec-2,1,Premium,QR-265DC6775769,Scanned,2026-05-16T16:47:00,14
3943,2105,58,S-D-82,Sec-6,8,Club,QR-3862FC0F3C15,Scanned,2026-05-17T20:35:00,15
3944,7855,59,S-B-9,Sec-4,9,VIP,QR-971A9FDCCA45,Scanned,2026-05-18T21:24:00,11
3945,9054,60,S-B-72,Sec-16,8,General,QR-28B06C1D4726,Scanned,2026-05-19T20:27:00,0
3946,2271,61,S-C-90,Sec-10,5,General,QR-49AB76545C72,Scanned,2026-05-20T19:39:00,13
3947,7172,62,S-B-46,Sec-14,9,VIP,QR-CEB887577988,Scanned,2026-05-21T21:09:00,12
3948,3708,63,S-B-44,Sec-5,9,VIP,QR-0A67F21EEF5D,Scanned,2026-05-22T21:00:00,0
3949,8091,64,S-A-41,Sec-20,7,Premium,QR-05268D619DAB,Scanned,2026-05-23T15:07:00,12
3950,3878,55,S-B-89,Sec-18,3,Club,QR-49F4A9D010E6,Scanned,2026-05-14T19:06:00,9
3951,3526,56,S-A-32,Sec-3,14,Club,QR-B2AB19B8F2FE,Scanned,2026-05-15T21:11:00,10
3952,2494,57,S-B-27,Sec-6,6,Premium,QR-A80524CB17B6,Scanned,2026-05-16T16:38:00,14
3953,9569,58,S-D-38,Sec-5,7,Premium,QR-F4B9811A731C,Scanned,2026-05-17T19:30:00,12
3954,3232,59,S-D-70,Sec-11,10,Club,QR-BDAA3C55A8D2,Scanned,2026-05-18T21:01:00,12
3955,7205,60,S-A-93,Sec-8,8,Club,QR-8B716BF4C0C9,Scanned,2026-05-19T20:44:00,14
3956,8354,61,S-B-35,Sec-15,2,General,QR-F515AA59EC03,Scanned,2026-05-20T19:11:00,15
3957,9798,62,S-B-29,Sec-9,7,General,QR-D4D64EBD0F57,Scanned,2026-05-21T21:36:00,5
3958,6606,63,S-D-23,Sec-7,9,VIP,QR-0ADF41E32476,Scanned,2026-05-22T19:18:00,7
3959,1917,64,S-C-43,Sec-7,8,Club,QR-9A8B30097EA7,Scanned,2026-05-23T15:13:00,1
3960,1998,55,S-B-100,Sec-15,3,VIP,QR-32D04733CA00,Scanned,2026-05-14T19:20:00,6
3961,8343,56,S-A-40,Sec-6,13,Premium,QR-3B2C0FA505DC,Scanned,2026-05-15T20:37:00,11
3962,6607,57,S-C-38,Sec-14,3,General,QR-A0E12DA5089B,Scanned,2026-05-16T16:41:00,10
3963,1634,58,S-C-14,Sec-4,11,Premium,QR-367A3270078C,Scanned,2026-05-17T19:25:00,14
3964,6894,59,S-D-82,Sec-10,10,Club,QR-EDBA86DF5A97,Scanned,2026-05-18T21:03:00,2
3965,6625,60,S-D-78,Sec-1,10,Club,QR-3993EA7C1B18,Scanned,2026-05-19T20:21:00,12
3966,8066,61,S-D-96,Sec-8,3,VIP,QR-FFF1003496A1,Scanned,2026-05-20T19:09:00,8
3967,3672,62,S-C-70,Sec-20,8,Premium,QR-65819B046E69,Scanned,2026-05-21T22:35:00,2
3968,8172,63,S-A-2,Sec-14,9,VIP,QR-0ECB3295B1D6,Scanned,2026-05-22T19:04:00,14
3969,5572,64,S-B-54,Sec-9,8,Premium,QR-5E7E308FE826,Scanned,2026-05-23T16:13:00,10
3970,6293,55,S-B-8,Sec-3,1,Club,QR-FC73296CB782,Scanned,2026-05-14T19:35:00,0
3971,9383,56,S-A-89,Sec-4,13,General,QR-8B169CBFC9F1,Scanned,2026-05-15T20:23:00,7
3972,3356,57,S-B-32,Sec-12,2,Club,QR-60F5396EC82F,Scanned,2026-05-16T16:57:00,12
3973,1626,58,S-A-15,Sec-12,10,General,QR-04E808F64CAC,Scanned,2026-05-17T19:58:00,2
3974,4240,59,S-C-52,Sec-15,8,Premium,QR-FD17D8F85D8F,Scanned,2026-05-18T21:23:00,8
3975,3715,60,S-D-10,Sec-11,7,Premium,QR-FCD9E9928162,Scanned,2026-05-19T19:25:00,15
3976,8581,61,S-C-46,Sec-16,4,VIP,QR-DDBB77AF8569,Scanned,2026-05-20T19:30:00,11
3977,1417,62,S-C-42,Sec-8,9,VIP,QR-6F0D57BE7DAB,Scanned,2026-05-21T21:46:00,11
3978,2880,63,S-C-66,Sec-12,10,Premium,QR-F33F3CB10AF1,Scanned,2026-05-22T20:59:00,14
3979,3629,64,S-C-17,Sec-12,9,General,QR-FF472EE7C4E3,Scanned,2026-05-23T16:23:00,11
3980,2218,55,S-D-84,Sec-11,2,General,QR-BDC888B4A157,Scanned,2026-05-14T19:24:00,5
3981,5905,56,S-C-63,Sec-10,12,General,QR-58E568951E69,Scanned,2026-05-15T20:33:00,2
3982,1984,57,S-B-6,Sec-5,6,VIP,QR-88CAE7EA2564,Scanned,2026-05-16T15:59:00,4
3983,4318,58,S-A-66,Sec-18,10,Club,QR-A6459DABC327,Scanned,2026-05-17T20:13:00,14
3984,6938,59,S-B-23,Sec-3,8,VIP,QR-E1EF2E698807,Scanned,2026-05-18T23:06:00,6
3985,3833,60,S-B-99,Sec-14,8,VIP,QR-80086DDB54B0,Scanned,2026-05-19T20:07:00,0
3986,2479,61,S-B-92,Sec-3,2,VIP,QR-DE3538F12316,Scanned,2026-05-20T21:15:00,8
3987,6794,62,S-D-74,Sec-11,11,General,QR-A90892B78EC0,Scanned,2026-05-21T21:48:00,5
3988,8839,63,S-C-12,Sec-5,11,General,QR-DC885C87B2E3,Scanned,2026-05-22T21:14:00,9
3989,7663,64,S-A-12,Sec-18,8,Premium,QR-82292A930541,Scanned,2026-05-23T15:57:00,9
3990,5958,55,S-B-34,Sec-17,5,General,QR-BA5A2FD5F22C,Scanned,2026-05-14T20:51:00,6
3991,4512,56,S-D-89,Sec-6,14,Club,QR-2F22A0A7F393,Scanned,2026-05-15T21:03:00,6
3992,2429,57,S-B-64,Sec-8,4,Club,QR-C526C7AEAF9D,Scanned,2026-05-16T15:01:00,13
3993,3470,58,S-A-99,Sec-6,9,Premium,QR-1FA6134EEFF0,Scanned,2026-05-17T20:51:00,3
3994,4667,59,S-A-12,Sec-10,11,General,QR-697E369D8666,Scanned,2026-05-18T22:28:00,2
3995,9613,60,S-A-72,Sec-18,11,VIP,QR-14902B52BDDB,Scanned,2026-05-19T21:12:00,5
3996,5949,61,S-C-21,Sec-7,6,General,QR-23A872FCA5EA,Scanned,2026-05-20T19:43:00,13
3997,2149,62,S-B-25,Sec-11,7,General,QR-09CF8F5B0CD7,Scanned,2026-05-21T23:11:00,4
3998,3484,63,S-B-98,Sec-14,10,Premium,QR-974A3623F3E9,Scanned,2026-05-22T20:56:00,14
3999,2134,64,S-D-11,Sec-1,10,Club,QR-EA99B2E00183,Scanned,2026-05-23T17:07:00,9
4000,2887,55,S-D-38,Sec-2,6,Premium,QR-5809AC5579DD,Failed,2026-05-14T19:00:00,89
4001,4375,56,S-B-3,Sec-8,14,General,QR-EFAACD81F7E7,Scanned,2026-05-15T20:52:00,7
4002,1456,57,S-D-10,Sec-9,3,VIP,QR-405644CAAC45,Scanned,2026-05-16T15:46:00,13
4003,1951,58,S-D-59,Sec-12,11,Club,QR-CFF23F2FF138,Scanned,2026-05-17T19:40:00,11
4004,4705,59,S-A-49,Sec-7,8,VIP,QR-49AE5346A39E,Scanned,2026-05-18T21:23:00,4
4005,9151,60,S-A-12,Sec-2,7,Club,QR-81318C0E5FDD,Scanned,2026-05-19T21:14:00,6
4006,7212,61,S-B-8,Sec-14,3,Club,QR-E81865B8045D,Scanned,2026-05-20T21:13:00,6
4007,6659,62,S-C-52,Sec-20,10,Club,QR-C3DBAA02C7C3,Scanned,2026-05-21T23:15:00,0
4008,5061,63,S-B-89,Sec-15,10,Club,QR-856297971E61,Scanned,2026-05-22T20:18:00,4
4009,6215,64,S-A-4,Sec-19,7,General,QR-3AE923B2E121,Scanned,2026-05-23T15:14:00,3
4010,7896,55,S-B-32,Sec-6,4,General,QR-2F271C122DC7,Scanned,2026-05-14T20:10:00,1
4011,7656,56,S-C-69,Sec-16,13,VIP,QR-90CFAEF83365,Scanned,2026-05-15T20:25:00,0
4012,3804,57,S-B-60,Sec-11,3,VIP,QR-4299E6710728,Scanned,2026-05-16T15:02:00,6
4013,3329,58,S-C-70,Sec-5,11,General,QR-9BCB59E4D740,Scanned,2026-05-17T19:14:00,5
4014,6184,59,S-A-28,Sec-20,9,VIP,QR-7D34E9E4078A,Scanned,2026-05-18T22:10:00,11
4015,6093,60,S-B-100,Sec-8,7,Club,QR-A6C4341DD016,Scanned,2026-05-19T21:14:00,6
4016,9976,61,S-D-26,Sec-13,4,Club,QR-134A21181B73,Scanned,2026-05-20T19:02:00,6
4017,9715,62,S-A-5,Sec-9,11,Premium,QR-A173993BD7D0,Scanned,2026-05-21T22:43:00,7
4018,6966,63,S-C-53,Sec-14,8,Club,QR-6D7E3039AF9A,Scanned,2026-05-22T20:15:00,14
4019,2610,64,S-D-30,Sec-16,9,Club,QR-D15714B8E65E,Scanned,2026-05-23T15:18:00,8
4020,4736,55,S-A-59,Sec-11,1,Premium,QR-84B8CD071DCA,Scanned,2026-05-14T21:11:00,12
4021,7548,56,S-A-16,Sec-9,14,Premium,QR-2E67A7368E49,Scanned,2026-05-15T19:27:00,15
4022,2818,57,S-C-33,Sec-3,3,VIP,QR-AA5E199BB887,Scanned,2026-05-16T17:19:00,3
4023,6106,58,S-B-90,Sec-13,9,Club,QR-1822A025366C,Scanned,2026-05-17T20:35:00,3
4024,2938,59,S-A-40,Sec-13,7,General,QR-985362A97F8D,Scanned,2026-05-18T21:34:00,12
4025,2464,60,S-B-52,Sec-1,7,Premium,QR-D9CA4C5C32EA,Scanned,2026-05-19T19:44:00,2
4026,7211,61,S-C-34,Sec-6,3,VIP,QR-97FB527FB1C8,Scanned,2026-05-20T19:54:00,8
4027,4793,62,S-D-58,Sec-3,10,Premium,QR-E0D9D3B1FA75,Scanned,2026-05-21T21:43:00,8
4028,5468,63,S-C-36,Sec-11,9,General,QR-C64EE1B147E2,Scanned,2026-05-22T20:30:00,9
4029,1470,64,S-A-30,Sec-1,11,VIP,QR-44BA23E952A4,Scanned,2026-05-23T15:35:00,13
4030,3494,55,S-D-100,Sec-5,1,General,QR-253A8DCE3F71,Scanned,2026-05-14T19:35:00,4
4031,3060,56,S-A-84,Sec-15,13,Club,QR-49D1608B0203,Scanned,2026-05-15T19:20:00,8
4032,9767,57,S-C-85,Sec-2,6,Premium,QR-CED87752D2AF,Scanned,2026-05-16T15:41:00,7
4033,4174,58,S-C-4,Sec-20,11,VIP,QR-2ADD96674FCA,Scanned,2026-05-17T19:25:00,0
4034,1544,59,S-A-9,Sec-7,11,General,QR-15E3432917E5,Scanned,2026-05-18T21:36:00,11
4035,5508,60,S-C-72,Sec-9,10,VIP,QR-A2054CA56755,Scanned,2026-05-19T21:16:00,7
4036,1256,61,S-D-23,Sec-16,2,Club,QR-F27D4382F3B4,Scanned,2026-05-20T19:22:00,1
4037,5996,62,S-B-77,Sec-12,11,VIP,QR-1E53AB1731FB,Scanned,2026-05-21T21:55:00,3
4038,6396,63,S-C-18,Sec-3,9,VIP,QR-FB9EAA178CC4,Scanned,2026-05-22T19:41:00,13
4039,8777,64,S-C-22,Sec-17,10,VIP,QR-276BEA7D5C3E,Scanned,2026-05-23T15:29:00,4
4040,2096,55,S-D-27,Sec-9,1,General,QR-8178448EE814,Scanned,2026-05-14T20:52:00,13
4041,4017,56,S-B-41,Sec-4,14,Club,QR-CFD6BC809DEE,Scanned,2026-05-15T20:08:00,10
4042,7924,57,S-C-94,Sec-17,4,Premium,QR-418A6C712F38,Scanned,2026-05-16T16:22:00,5
4043,1869,58,S-A-57,Sec-1,11,Club,QR-E087538D66B9,Scanned,2026-05-17T20:57:00,1
4044,6536,59,S-D-52,Sec-3,10,General,QR-91E39F1B54F0,Scanned,2026-05-18T22:48:00,9
4045,5618,60,S-A-90,Sec-10,8,General,QR-D70D23AE06F6,Scanned,2026-05-19T20:11:00,9
