incident_id,timestamp,stadium_id,zone_id,incident_type,severity,description,reported_by,ai_detected,ai_confidence,assigned_team,response_time_minutes,resolution_time_minutes,status
378,2026-04-05T00:25:00,1,12,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,True,0.81,Guest Services Team,20,54,Assigned
379,2026-04-05T21:31:00,1,9,Crowd,Low,Congestion near turnstiles,CCTV Video Analytics,True,0.82,Crowd Control Team 1,29,87,Resolved
380,2026-04-01T14:20:00,2,28,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,True,0.89,Crowd Control Team 1,12,30,Closed
381,2026-04-02T10:56:00,1,1,Crowd,Low,Gate rush attempts,CCTV Video Analytics,False,0.0,First Aid Squad A,15,100,Reported
382,2026-04-02T01:24:00,1,2,Fire,Medium,Smoke detected near food court kitchen,Sensor Node AI,False,0.0,Guest Services Team,5,86,Responding
383,2026-04-05T12:22:00,3,40,Crowd,Medium,Gate rush attempts,Spectator App,True,0.95,Maintenance Crew Red,26,47,Resolved
384,2026-04-05T15:49:00,2,30,Crowd,Low,Slow moving crowd blockages,Spectator App,False,0.0,Security Patrol Beta,26,89,Responding
385,2026-04-03T20:13:00,1,16,Missing Person,Low,Reported missing person event details logged by staff,CCTV Video Analytics,False,0.0,Crowd Control Team 1,27,33,Resolved
386,2026-04-06T12:44:00,1,16,Security,High,Unruly fan behavior reported,Sensor Node AI,False,0.0,Crowd Control Team 1,3,31,Reported
387,2026-04-01T16:27:00,3,36,Facility,High,HVAC failure in West box,Spectator App,False,0.0,First Aid Squad A,6,31,Closed
388,2026-04-05T00:42:00,1,7,Crowd,High,Congestion near turnstiles,Sensor Node AI,False,0.0,Crowd Control Team 1,6,66,Resolved
389,2026-04-02T03:54:00,1,15,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,CCTV Video Analytics,True,0.84,Security Patrol Beta,14,23,Closed
390,2026-04-04T20:00:00,2,17,Crowd,High,Congestion near turnstiles,Gate Supervisor,False,0.0,Crowd Control Team 1,2,68,Monitoring
391,2026-04-04T20:44:00,2,22,Facility,Low,Escalator 2 stopped operating,CCTV Video Analytics,False,0.0,First Aid Squad A,13,73,Verified
392,2026-04-07T07:38:00,2,23,Security,Low,Verbal alteration between fans,Steward #1402,True,0.76,Crowd Control Team 1,18,51,Verified
393,2026-04-02T08:58:00,1,5,Fire,Medium,Trash bin smoldering,Sensor Node AI,False,0.0,Crowd Control Team 1,30,45,Assigned
394,2026-04-07T22:02:00,2,17,Medical,High,Sprained ankle on steps,Gate Supervisor,False,0.0,Guest Services Team,7,44,Reported
395,2026-04-08T06:09:00,1,9,Medical,Low,Heat exhaustion reported,Gate Supervisor,True,0.97,Security Patrol Beta,7,69,Reported
396,2026-04-03T12:01:00,1,3,Missing Person,Low,Reported missing person event details logged by staff,Sensor Node AI,True,0.83,Fire Dispatch,28,31,Monitoring
397,2026-04-03T20:19:00,3,40,Crowd,Medium,Slow moving crowd blockages,Steward #1402,True,0.95,Crowd Control Team 1,10,71,Monitoring
398,2026-04-06T08:41:00,1,9,Medical,High,Minor cuts and bruises,Sensor Node AI,True,0.88,Guest Services Team,8,56,Closed
399,2026-04-07T05:57:00,3,40,Weather,Medium,Reported weather event details logged by staff,Gate Supervisor,False,0.0,Maintenance Crew Red,12,99,Closed
400,2026-04-02T05:35:00,3,40,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.93,Security Patrol Beta,8,41,Closed
401,2026-04-08T10:03:00,3,31,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,False,0.0,Guest Services Team,27,33,Monitoring
402,2026-04-05T23:27:00,2,30,Security,Medium,Unauthorized restricted zone access,Gate Supervisor,False,0.0,Guest Services Team,27,72,Resolved
403,2026-04-08T08:13:00,1,16,Crowd,Low,Gate rush attempts,CCTV Video Analytics,True,0.8,Guest Services Team,17,44,Resolved
404,2026-04-03T13:05:00,2,30,Facility,Critical,HVAC failure in West box,Gate Supervisor,True,0.86,Fire Dispatch,9,45,Resolved
405,2026-04-05T08:54:00,2,21,Crowd,Medium,Slow moving crowd blockages,Gate Supervisor,False,0.0,Fire Dispatch,23,75,Resolved
406,2026-04-08T04:38:00,1,11,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,Fire Dispatch,22,40,Responding
407,2026-04-05T13:46:00,1,10,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.72,First Aid Squad A,10,58,Resolved
408,2026-04-01T14:07:00,2,27,Fire,High,Heat alarm triggered in generator room,Spectator App,True,0.79,Security Patrol Beta,6,39,Resolved
409,2026-04-04T11:54:00,2,18,Weather,High,Reported weather event details logged by staff,Sensor Node AI,False,0.0,Security Patrol Beta,7,54,Assigned
410,2026-04-04T16:17:00,3,37,Crowd,High,Gate rush attempts,Gate Supervisor,False,0.0,Guest Services Team,7,16,Resolved
411,2026-04-05T04:04:00,2,17,Security,Low,Unruly fan behavior reported,Gate Supervisor,False,0.0,Guest Services Team,25,110,Verified
412,2026-04-05T14:49:00,1,14,Weather,Medium,Reported weather event details logged by staff,Spectator App,True,0.92,Maintenance Crew Red,15,46,Responding
413,2026-04-07T10:19:00,1,7,Crowd,Low,Congestion near turnstiles,Steward #1402,True,0.96,Security Patrol Beta,12,39,Resolved
414,2026-04-04T21:31:00,1,6,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,11,118,Resolved
415,2026-04-06T03:51:00,1,11,Facility,Low,Water pipe leak in washroom B,CCTV Video Analytics,False,0.0,Guest Services Team,25,56,Reported
416,2026-04-03T05:19:00,3,39,Security,Low,Unauthorized restricted zone access,CCTV Video Analytics,True,0.85,Guest Services Team,27,53,Assigned
417,2026-04-01T23:26:00,2,19,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,CCTV Video Analytics,True,0.81,First Aid Squad A,5,41,Verified
418,2026-04-04T22:05:00,1,13,Fire,Medium,Small electrical spark in junction box,Spectator App,False,0.0,Security Patrol Beta,15,67,Verified
419,2026-04-07T20:25:00,3,32,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Spectator App,True,0.91,Crowd Control Team 1,20,33,Resolved
420,2026-04-03T07:45:00,3,39,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.95,Maintenance Crew Red,6,113,Reported
421,2026-04-01T21:57:00,2,29,Medical,High,Sprained ankle on steps,Spectator App,False,0.0,Security Patrol Beta,10,75,Closed
422,2026-04-06T03:21:00,1,5,Ticket Fraud,High,Reported ticket fraud event details logged by staff,Gate Supervisor,True,0.89,First Aid Squad A,2,69,Reported
423,2026-04-03T16:09:00,2,17,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.96,Crowd Control Team 1,25,98,Responding
424,2026-04-06T03:24:00,1,16,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,21,120,Assigned
425,2026-04-07T19:02:00,1,1,Security,Low,Tailgating at outer perimeter,CCTV Video Analytics,False,0.0,Maintenance Crew Red,13,24,Resolved
426,2026-04-06T04:19:00,2,21,Security,Low,Unruly fan behavior reported,Sensor Node AI,False,0.0,Crowd Control Team 1,11,55,Reported
427,2026-04-05T15:38:00,2,26,Security,Low,Unauthorized restricted zone access,Steward #1402,True,0.75,Fire Dispatch,9,75,Resolved
428,2026-04-03T12:10:00,3,40,Medical,Critical,Visitor complaining of chest pain,Sensor Node AI,False,0.0,Fire Dispatch,8,10,Assigned
429,2026-04-03T01:06:00,1,8,Fire,Medium,Small electrical spark in junction box,Steward #1402,True,0.83,Fire Dispatch,27,55,Assigned
430,2026-04-04T19:52:00,1,11,Suspicious Activity,Critical,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,6,35,Monitoring
431,2026-04-07T06:36:00,2,28,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,11,83,Closed
432,2026-04-05T21:26:00,1,11,Security,Low,Verbal alteration between fans,Steward #1402,True,0.96,Maintenance Crew Red,12,23,Closed
433,2026-04-07T08:22:00,3,40,Weather,Critical,Reported weather event details logged by staff,Steward #1402,False,0.0,Crowd Control Team 1,3,42,Reported
434,2026-04-03T13:15:00,1,7,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,True,0.76,Fire Dispatch,18,34,Assigned
435,2026-04-02T05:22:00,1,12,Missing Person,Medium,Reported missing person event details logged by staff,Sensor Node AI,False,0.0,Crowd Control Team 1,24,34,Reported
436,2026-04-02T17:56:00,1,1,Facility,Low,Water pipe leak in washroom B,Sensor Node AI,True,0.96,Crowd Control Team 1,20,47,Closed
437,2026-04-07T05:57:00,3,35,Weather,Medium,Reported weather event details logged by staff,Spectator App,True,0.79,Maintenance Crew Red,15,100,Verified
438,2026-04-06T09:57:00,2,24,Medical,Medium,Minor cuts and bruises,Sensor Node AI,True,0.71,First Aid Squad A,5,90,Verified
439,2026-04-03T03:10:00,3,33,Facility,Low,Escalator 2 stopped operating,Sensor Node AI,False,0.0,Crowd Control Team 1,24,89,Assigned
440,2026-04-02T08:32:00,2,25,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Gate Supervisor,False,0.0,Security Patrol Beta,7,50,Verified
441,2026-04-02T01:20:00,1,1,Medical,Low,Dehydration in stand,Gate Supervisor,False,0.0,Security Patrol Beta,30,103,Assigned
442,2026-04-03T06:01:00,2,30,Medical,Low,Dehydration in stand,Steward #1402,True,0.9,Maintenance Crew Red,28,86,Responding
443,2026-04-02T09:34:00,1,13,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Gate Supervisor,True,0.91,Fire Dispatch,19,89,Assigned
444,2026-04-07T11:17:00,1,9,Weather,Low,Reported weather event details logged by staff,Spectator App,True,0.79,Crowd Control Team 1,13,49,Closed
445,2026-04-05T23:26:00,2,28,Medical,Medium,Dehydration in stand,Steward #1402,False,0.0,Maintenance Crew Red,17,113,Closed
446,2026-04-08T01:36:00,3,35,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,False,0.0,Guest Services Team,9,79,Reported
447,2026-04-01T17:48:00,1,9,Crowd,High,Slow moving crowd blockages,Sensor Node AI,True,0.73,First Aid Squad A,3,52,Verified
448,2026-04-04T00:31:00,1,12,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Steward #1402,True,0.96,First Aid Squad A,12,54,Verified
449,2026-04-08T06:40:00,2,28,Security,Low,Unauthorized restricted zone access,Steward #1402,False,0.0,Crowd Control Team 1,14,33,Assigned
450,2026-04-03T18:56:00,2,20,Security,Medium,Tailgating at outer perimeter,CCTV Video Analytics,True,0.97,Guest Services Team,7,46,Responding
451,2026-04-07T02:07:00,3,39,Medical,Medium,Visitor complaining of chest pain,Spectator App,False,0.0,Guest Services Team,20,48,Responding
452,2026-04-03T08:02:00,2,23,Security,Medium,Tailgating at outer perimeter,Gate Supervisor,False,0.0,Fire Dispatch,7,106,Assigned
453,2026-04-08T00:53:00,2,30,Fire,Low,Small electrical spark in junction box,Steward #1402,True,0.74,Security Patrol Beta,6,48,Assigned
454,2026-04-06T19:59:00,1,15,Security,Medium,Tailgating at outer perimeter,Steward #1402,False,0.0,Maintenance Crew Red,6,64,Reported
455,2026-04-03T07:22:00,3,40,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.79,First Aid Squad A,29,68,Verified
456,2026-04-03T02:11:00,3,35,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Spectator App,True,0.94,Fire Dispatch,28,45,Verified
457,2026-04-02T05:50:00,2,21,Weather,Medium,Reported weather event details logged by staff,Sensor Node AI,False,0.0,Guest Services Team,19,74,Assigned
458,2026-04-05T01:56:00,3,40,Crowd,Medium,Slow moving crowd blockages,Sensor Node AI,True,0.74,First Aid Squad A,12,25,Assigned
459,2026-04-08T04:44:00,1,7,Facility,Medium,Floodlight panel flickering,Spectator App,False,0.0,Guest Services Team,14,51,Assigned
460,2026-04-07T04:27:00,1,13,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,CCTV Video Analytics,False,0.0,Fire Dispatch,30,112,Closed
461,2026-04-03T02:03:00,1,15,Medical,Low,Minor cuts and bruises,Gate Supervisor,True,0.78,Maintenance Crew Red,10,46,Reported
462,2026-04-06T14:41:00,3,35,Facility,High,HVAC failure in West box,Sensor Node AI,True,0.86,Fire Dispatch,9,65,Reported
463,2026-04-04T02:56:00,1,11,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.75,Security Patrol Beta,10,40,Assigned
464,2026-04-02T20:35:00,1,2,Facility,Low,HVAC failure in West box,Gate Supervisor,False,0.0,Security Patrol Beta,13,92,Closed
465,2026-04-04T00:14:00,2,18,Fire,Low,Heat alarm triggered in generator room,CCTV Video Analytics,False,0.0,Guest Services Team,7,114,Resolved
466,2026-04-07T17:11:00,2,27,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,CCTV Video Analytics,False,0.0,Fire Dispatch,24,100,Verified
467,2026-04-05T10:54:00,2,29,Facility,Low,HVAC failure in West box,Sensor Node AI,False,0.0,First Aid Squad A,23,29,Verified
468,2026-04-06T07:46:00,2,17,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,False,0.0,Maintenance Crew Red,13,56,Resolved
469,2026-04-04T22:16:00,1,4,Weather,Medium,Reported weather event details logged by staff,Sensor Node AI,False,0.0,Security Patrol Beta,17,89,Reported
470,2026-04-07T16:34:00,3,40,Medical,Low,Minor cuts and bruises,Sensor Node AI,True,0.96,Fire Dispatch,23,37,Verified
471,2026-04-07T07:16:00,1,5,Facility,Medium,Water pipe leak in washroom B,Spectator App,True,0.95,Security Patrol Beta,17,114,Verified
472,2026-04-06T19:11:00,2,23,Medical,Low,Minor cuts and bruises,Sensor Node AI,True,0.86,Crowd Control Team 1,28,88,Closed
473,2026-04-02T04:44:00,3,38,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,True,0.9,Guest Services Team,18,62,Responding
474,2026-04-05T04:38:00,2,19,Fire,Medium,Smoke detected near food court kitchen,Gate Supervisor,True,0.92,Guest Services Team,30,84,Monitoring
475,2026-04-05T21:30:00,1,10,Weather,Medium,Reported weather event details logged by staff,CCTV Video Analytics,True,0.93,Crowd Control Team 1,16,118,Verified
476,2026-04-06T14:11:00,1,6,Facility,Low,Water pipe leak in washroom B,Sensor Node AI,True,0.77,Maintenance Crew Red,12,61,Assigned
477,2026-04-01T15:17:00,1,11,Medical,Low,Dehydration in stand,Gate Supervisor,False,0.0,Crowd Control Team 1,30,113,Verified
478,2026-04-03T16:48:00,2,23,Facility,Low,Floodlight panel flickering,Sensor Node AI,False,0.0,Guest Services Team,24,48,Responding
479,2026-04-05T10:03:00,1,16,Fire,Medium,Heat alarm triggered in generator room,Gate Supervisor,False,0.0,Crowd Control Team 1,29,54,Closed
480,2026-04-04T04:26:00,2,19,Facility,Critical,HVAC failure in West box,Spectator App,False,0.0,Guest Services Team,3,41,Closed
481,2026-04-04T23:31:00,2,29,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,False,0.0,First Aid Squad A,15,82,Responding
482,2026-04-01T21:32:00,1,7,Medical,Medium,Minor cuts and bruises,Gate Supervisor,True,0.91,Fire Dispatch,9,73,Resolved
483,2026-04-03T16:09:00,2,20,Security,Low,Unruly fan behavior reported,Steward #1402,False,0.0,First Aid Squad A,24,41,Monitoring
484,2026-04-06T01:12:00,1,1,Crowd,Medium,Stairwell bottlenecks developing,Spectator App,True,0.97,Maintenance Crew Red,26,39,Closed
485,2026-04-01T18:03:00,3,40,Facility,Medium,HVAC failure in West box,CCTV Video Analytics,False,0.0,First Aid Squad A,6,87,Reported
486,2026-04-06T07:29:00,3,40,Medical,Low,Dehydration in stand,Gate Supervisor,False,0.0,Maintenance Crew Red,5,32,Verified
487,2026-04-03T04:07:00,1,16,Weather,Medium,Reported weather event details logged by staff,Steward #1402,False,0.0,Maintenance Crew Red,9,40,Reported
488,2026-04-02T06:57:00,3,36,Facility,Low,Floodlight panel flickering,Spectator App,True,0.76,Guest Services Team,7,103,Reported
489,2026-04-03T19:40:00,3,33,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,CCTV Video Analytics,False,0.0,Security Patrol Beta,21,69,Verified
490,2026-04-03T04:12:00,2,28,Medical,Low,Dehydration in stand,Sensor Node AI,True,0.86,Guest Services Team,7,24,Verified
491,2026-04-08T03:20:00,3,38,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,False,0.0,First Aid Squad A,5,73,Closed
492,2026-04-05T00:07:00,1,15,Fire,Critical,Small electrical spark in junction box,Spectator App,False,0.0,Fire Dispatch,10,41,Reported
493,2026-04-06T06:13:00,1,3,Security,Low,Verbal alteration between fans,Gate Supervisor,False,0.0,Guest Services Team,11,50,Verified
494,2026-04-05T18:36:00,1,4,Missing Person,Low,Reported missing person event details logged by staff,CCTV Video Analytics,True,0.83,Crowd Control Team 1,28,102,Reported
495,2026-04-05T20:35:00,2,29,Facility,Low,HVAC failure in West box,Spectator App,True,0.94,Fire Dispatch,22,50,Responding
496,2026-04-02T07:58:00,1,16,Fire,High,Small electrical spark in junction box,Steward #1402,True,0.71,Fire Dispatch,5,81,Monitoring
497,2026-04-05T19:00:00,2,19,Missing Person,Medium,Reported missing person event details logged by staff,Spectator App,False,0.0,Security Patrol Beta,25,100,Closed
498,2026-04-07T22:34:00,1,12,Facility,Low,Escalator 2 stopped operating,Sensor Node AI,False,0.0,Guest Services Team,12,30,Resolved
499,2026-04-04T09:10:00,2,26,Fire,Low,Small electrical spark in junction box,Sensor Node AI,False,0.0,Fire Dispatch,20,74,Reported
500,2026-04-02T23:26:00,1,3,Suspicious Activity,High,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,Fire Dispatch,5,79,Monitoring
501,2026-04-04T11:34:00,2,19,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.9,Guest Services Team,21,40,Assigned
502,2026-04-02T15:45:00,2,29,Security,Low,Unruly fan behavior reported,Gate Supervisor,False,0.0,Maintenance Crew Red,13,72,Assigned
503,2026-04-02T22:21:00,3,38,Fire,Medium,Smoke detected near food court kitchen,Steward #1402,True,0.85,Fire Dispatch,18,116,Monitoring
504,2026-04-01T13:46:00,2,20,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.81,Fire Dispatch,23,25,Verified
505,2026-04-05T19:43:00,1,2,Missing Person,High,Reported missing person event details logged by staff,Sensor Node AI,True,0.97,Guest Services Team,7,31,Resolved
506,2026-04-06T00:07:00,2,30,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,False,0.0,Security Patrol Beta,29,61,Resolved
507,2026-04-02T01:26:00,1,6,Crowd,Low,Gate rush attempts,Sensor Node AI,True,0.95,Crowd Control Team 1,23,46,Monitoring
508,2026-04-02T00:46:00,2,23,Weather,High,Reported weather event details logged by staff,CCTV Video Analytics,False,0.0,Fire Dispatch,2,108,Reported
509,2026-04-07T10:04:00,3,34,Missing Person,Medium,Reported missing person event details logged by staff,Steward #1402,True,0.9,Security Patrol Beta,26,112,Monitoring
510,2026-04-03T04:03:00,1,1,Ticket Fraud,Critical,Reported ticket fraud event details logged by staff,Spectator App,True,0.76,Maintenance Crew Red,4,37,Verified
511,2026-04-03T10:18:00,1,3,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Spectator App,True,0.76,Fire Dispatch,26,55,Verified
512,2026-04-05T02:17:00,2,30,Medical,High,Sprained ankle on steps,Gate Supervisor,False,0.0,Security Patrol Beta,4,76,Closed
513,2026-04-03T16:22:00,2,24,Crowd,Low,Gate rush attempts,CCTV Video Analytics,True,0.79,Security Patrol Beta,11,73,Monitoring
514,2026-04-03T21:01:00,3,35,Facility,Low,HVAC failure in West box,Spectator App,False,0.0,First Aid Squad A,18,107,Resolved
515,2026-04-06T03:53:00,1,11,Crowd,Medium,Slow moving crowd blockages,Gate Supervisor,True,0.85,Maintenance Crew Red,6,79,Verified
516,2026-04-02T09:05:00,3,35,Medical,Low,Sprained ankle on steps,Steward #1402,False,0.0,Security Patrol Beta,10,38,Assigned
517,2026-04-03T05:33:00,3,32,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,True,0.88,Guest Services Team,17,78,Responding
518,2026-04-06T15:14:00,2,17,Security,Medium,Verbal alteration between fans,Gate Supervisor,False,0.0,Guest Services Team,17,40,Verified
519,2026-04-05T15:02:00,2,28,Fire,High,Heat alarm triggered in generator room,Sensor Node AI,False,0.0,First Aid Squad A,7,20,Responding
520,2026-04-03T09:36:00,1,12,Fire,Low,Trash bin smoldering,Steward #1402,True,0.93,Maintenance Crew Red,13,76,Reported
521,2026-04-03T03:57:00,3,36,Weather,Low,Reported weather event details logged by staff,Spectator App,True,0.74,Maintenance Crew Red,13,40,Verified
522,2026-04-03T17:16:00,2,25,Crowd,Low,Slow moving crowd blockages,Steward #1402,False,0.0,Security Patrol Beta,30,38,Monitoring
523,2026-04-04T11:39:00,1,9,Security,Low,Tailgating at outer perimeter,Sensor Node AI,True,0.76,Crowd Control Team 1,9,81,Closed
524,2026-04-04T01:14:00,1,4,Weather,Low,Reported weather event details logged by staff,Spectator App,True,0.73,Security Patrol Beta,12,53,Closed
525,2026-04-07T22:47:00,1,5,Medical,Medium,Visitor complaining of chest pain,Spectator App,True,0.87,Maintenance Crew Red,17,97,Verified
526,2026-04-07T02:15:00,3,38,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,False,0.0,Security Patrol Beta,28,116,Verified
527,2026-04-06T02:28:00,3,38,Medical,Low,Visitor complaining of chest pain,CCTV Video Analytics,False,0.0,Crowd Control Team 1,5,19,Assigned
528,2026-04-06T18:13:00,3,31,Fire,Low,Heat alarm triggered in generator room,Gate Supervisor,False,0.0,First Aid Squad A,29,47,Verified
529,2026-04-08T09:26:00,3,40,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,True,0.75,Security Patrol Beta,8,36,Verified
530,2026-04-04T07:25:00,3,33,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Gate Supervisor,True,0.93,Guest Services Team,30,118,Verified
531,2026-04-02T22:55:00,1,3,Medical,Low,Minor cuts and bruises,Steward #1402,False,0.0,Guest Services Team,17,108,Resolved
532,2026-04-01T20:19:00,2,20,Security,Low,Unauthorized restricted zone access,Gate Supervisor,False,0.0,First Aid Squad A,28,91,Monitoring
533,2026-04-03T09:20:00,2,23,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.73,Crowd Control Team 1,19,103,Resolved
534,2026-04-03T14:12:00,1,16,Facility,Low,Escalator 2 stopped operating,Sensor Node AI,True,0.71,First Aid Squad A,17,48,Closed
535,2026-04-07T21:23:00,2,23,Facility,Medium,Floodlight panel flickering,Sensor Node AI,False,0.0,Crowd Control Team 1,18,76,Verified
536,2026-04-01T16:42:00,3,33,Crowd,Low,Slow moving crowd blockages,Spectator App,True,0.85,Maintenance Crew Red,28,101,Resolved
537,2026-04-07T21:36:00,3,39,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,Maintenance Crew Red,14,37,Verified
538,2026-04-08T06:12:00,1,12,Missing Person,Medium,Reported missing person event details logged by staff,CCTV Video Analytics,True,0.97,Maintenance Crew Red,17,94,Assigned
539,2026-04-05T11:24:00,2,21,Facility,High,Floodlight panel flickering,Sensor Node AI,False,0.0,Maintenance Crew Red,10,114,Monitoring
540,2026-04-01T15:53:00,2,19,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.95,Security Patrol Beta,6,33,Reported
541,2026-04-01T14:28:00,3,31,Weather,Low,Reported weather event details logged by staff,Steward #1402,False,0.0,Security Patrol Beta,19,16,Verified
542,2026-04-04T18:33:00,3,36,Facility,Low,Floodlight panel flickering,CCTV Video Analytics,False,0.0,Fire Dispatch,25,25,Monitoring
543,2026-04-07T14:31:00,3,40,Medical,Low,Heat exhaustion reported,CCTV Video Analytics,False,0.0,Guest Services Team,23,79,Monitoring
544,2026-04-06T23:48:00,2,27,Crowd,Critical,Gate rush attempts,Gate Supervisor,False,0.0,Guest Services Team,4,10,Resolved
545,2026-04-06T01:08:00,2,18,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,True,0.87,Fire Dispatch,6,54,Responding
546,2026-04-05T09:30:00,1,1,Crowd,Medium,Slow moving crowd blockages,Steward #1402,True,0.89,Maintenance Crew Red,30,49,Verified
547,2026-04-04T23:28:00,3,36,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,CCTV Video Analytics,True,0.86,First Aid Squad A,14,83,Responding
548,2026-04-01T18:07:00,3,39,Security,Medium,Verbal alteration between fans,CCTV Video Analytics,False,0.0,Fire Dispatch,16,19,Resolved
549,2026-04-03T13:02:00,2,22,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,True,0.77,Crowd Control Team 1,14,91,Verified
550,2026-04-06T17:51:00,1,14,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.8,Guest Services Team,16,60,Resolved
551,2026-04-04T10:31:00,3,34,Facility,Low,Escalator 2 stopped operating,Steward #1402,False,0.0,Fire Dispatch,24,33,Responding
552,2026-04-07T21:49:00,2,23,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Sensor Node AI,True,0.91,Security Patrol Beta,25,102,Monitoring
553,2026-04-03T04:54:00,2,20,Medical,Low,Visitor complaining of chest pain,CCTV Video Analytics,False,0.0,Crowd Control Team 1,18,82,Resolved
554,2026-04-04T15:56:00,1,15,Fire,Low,Trash bin smoldering,CCTV Video Analytics,True,0.72,Maintenance Crew Red,5,113,Closed
555,2026-04-06T05:01:00,1,8,Facility,High,HVAC failure in West box,Steward #1402,False,0.0,Maintenance Crew Red,4,19,Assigned
556,2026-04-06T08:24:00,2,22,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Gate Supervisor,False,0.0,Crowd Control Team 1,13,85,Reported
557,2026-04-06T20:33:00,2,22,Missing Person,Low,Reported missing person event details logged by staff,Steward #1402,True,0.94,Fire Dispatch,6,24,Assigned
558,2026-04-04T06:54:00,1,11,Weather,Medium,Reported weather event details logged by staff,Steward #1402,True,0.72,Maintenance Crew Red,17,60,Closed
559,2026-04-04T11:39:00,2,25,Crowd,Medium,Gate rush attempts,Gate Supervisor,False,0.0,Fire Dispatch,29,74,Responding
560,2026-04-08T01:49:00,3,38,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Spectator App,False,0.0,Security Patrol Beta,18,15,Closed
561,2026-04-02T18:44:00,1,3,Weather,Low,Reported weather event details logged by staff,Sensor Node AI,True,0.82,Fire Dispatch,7,82,Monitoring
562,2026-04-07T23:40:00,3,34,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,27,107,Verified
563,2026-04-04T17:22:00,2,28,Crowd,Low,Stairwell bottlenecks developing,CCTV Video Analytics,True,0.72,Crowd Control Team 1,13,37,Verified
564,2026-04-05T20:27:00,1,6,Security,High,Verbal alteration between fans,Sensor Node AI,False,0.0,First Aid Squad A,10,87,Monitoring
565,2026-04-03T09:39:00,2,27,Missing Person,Critical,Reported missing person event details logged by staff,Spectator App,False,0.0,Fire Dispatch,6,12,Responding
566,2026-04-05T09:21:00,2,17,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,Steward #1402,True,0.81,Guest Services Team,30,62,Resolved
567,2026-04-01T21:17:00,1,8,Facility,Low,Floodlight panel flickering,Gate Supervisor,True,0.88,Security Patrol Beta,18,32,Closed
568,2026-04-06T06:59:00,2,24,Security,Medium,Unauthorized restricted zone access,Steward #1402,True,0.84,Guest Services Team,19,34,Monitoring
