decision_id,title,category,severity,confidence,risk_score,evidence,predicted_impact,recommended_action,status,created_at
AI-DEC-509,Gate B Congestion Re-routing,crowd,high,0.95,52,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-12T03:58:00
AI-DEC-510,AI Operational Optimization (WEATHER),weather,low,0.87,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-03T05:54:00
AI-DEC-511,AI Operational Optimization (EMERGENCY),emergency,high,0.95,76,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-07T22:19:00
AI-DEC-512,Gate B Congestion Re-routing,crowd,low,0.94,18,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-05-02T19:33:00
AI-DEC-513,AI Operational Optimization (WEATHER),weather,medium,0.75,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-05T21:38:00
AI-DEC-514,Restricted Zone Entry Warning,security,medium,0.93,17,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-18T02:02:00
AI-DEC-515,AI Operational Optimization (FACILITY),facility,low,0.93,14,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-08T03:18:00
AI-DEC-516,AI Operational Optimization (EMERGENCY),emergency,low,0.78,31,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-13T20:06:00
AI-DEC-517,Gate B Congestion Re-routing,crowd,low,0.82,35,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-14T22:47:00
AI-DEC-518,AI Operational Optimization (EMERGENCY),emergency,high,0.86,79,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-14T03:37:00
AI-DEC-519,AI Operational Optimization (EMERGENCY),emergency,low,0.86,10,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-10T04:20:00
AI-DEC-520,AI Operational Optimization (FACILITY),facility,high,0.98,82,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-04T08:12:00
AI-DEC-521,AI Operational Optimization (EMERGENCY),emergency,low,0.84,33,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-03T02:11:00
AI-DEC-522,Restricted Zone Entry Warning,security,medium,0.79,21,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-05-03T16:37:00
AI-DEC-523,AI Operational Optimization (EMERGENCY),emergency,medium,0.91,11,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-04T05:33:00
AI-DEC-524,AI Operational Optimization (FACILITY),facility,medium,0.81,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-18T06:53:00
AI-DEC-525,Gate B Congestion Re-routing,crowd,low,0.97,22,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-22T05:22:00
AI-DEC-526,AI Operational Optimization (EMERGENCY),emergency,medium,0.92,30,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-30T07:30:00
AI-DEC-527,AI Operational Optimization (FACILITY),facility,medium,0.85,37,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T17:48:00
AI-DEC-528,Gate B Congestion Re-routing,crowd,critical,0.92,61,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-26T21:58:00
AI-DEC-529,AI Operational Optimization (WEATHER),weather,low,0.95,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-08T13:26:00
AI-DEC-530,AI Operational Optimization (WEATHER),weather,high,0.98,48,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-13T19:27:00
AI-DEC-531,Restricted Zone Entry Warning,security,medium,0.89,29,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-16T10:15:00
AI-DEC-532,Restricted Zone Entry Warning,security,low,0.81,35,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-19T13:58:00
AI-DEC-533,Restricted Zone Entry Warning,security,low,0.76,19,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-28T01:01:00
AI-DEC-534,AI Operational Optimization (WEATHER),weather,low,0.77,31,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-05T05:30:00
AI-DEC-535,Restricted Zone Entry Warning,security,low,0.93,19,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-28T19:12:00
AI-DEC-536,AI Operational Optimization (WEATHER),weather,high,0.78,44,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-09T18:36:00
AI-DEC-537,AI Operational Optimization (EMERGENCY),emergency,low,0.88,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-27T05:38:00
AI-DEC-538,AI Operational Optimization (EMERGENCY),emergency,medium,0.8,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-06T12:51:00
AI-DEC-539,AI Operational Optimization (WEATHER),weather,medium,0.96,30,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-10T08:45:00
AI-DEC-540,Restricted Zone Entry Warning,security,low,0.89,37,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-03T21:04:00
AI-DEC-541,AI Operational Optimization (FACILITY),facility,low,0.88,10,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-14T05:32:00
AI-DEC-542,Restricted Zone Entry Warning,security,high,0.76,49,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-17T13:18:00
AI-DEC-543,Restricted Zone Entry Warning,security,critical,0.89,45,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-10T12:53:00
AI-DEC-544,Gate B Congestion Re-routing,crowd,medium,0.86,15,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-07T14:50:00
AI-DEC-545,Gate B Congestion Re-routing,crowd,low,0.91,29,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-20T11:41:00
AI-DEC-546,Restricted Zone Entry Warning,security,low,0.87,35,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-15T16:48:00
AI-DEC-547,Restricted Zone Entry Warning,security,low,0.91,40,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-29T18:36:00
AI-DEC-548,AI Operational Optimization (FACILITY),facility,medium,0.79,29,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-15T18:32:00
AI-DEC-549,AI Operational Optimization (WEATHER),weather,low,0.76,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-05T13:16:00
AI-DEC-550,AI Operational Optimization (EMERGENCY),emergency,medium,0.89,28,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-23T07:35:00
AI-DEC-551,AI Operational Optimization (EMERGENCY),emergency,medium,0.89,28,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-04T06:19:00
AI-DEC-552,Restricted Zone Entry Warning,security,low,0.8,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-12T14:31:00
AI-DEC-553,AI Operational Optimization (WEATHER),weather,low,0.83,36,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-04T14:32:00
AI-DEC-554,AI Operational Optimization (EMERGENCY),emergency,medium,0.88,28,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-16T13:40:00
AI-DEC-555,AI Operational Optimization (EMERGENCY),emergency,medium,0.83,24,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-28T05:56:00
AI-DEC-556,Restricted Zone Entry Warning,security,critical,0.96,73,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-20T23:13:00
AI-DEC-557,AI Operational Optimization (WEATHER),weather,high,0.93,72,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-19T04:01:00
AI-DEC-558,AI Operational Optimization (FACILITY),facility,low,0.83,29,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-18T23:19:00
AI-DEC-559,Restricted Zone Entry Warning,security,low,0.98,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-05-04T10:35:00
AI-DEC-560,AI Operational Optimization (WEATHER),weather,low,0.94,16,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-19T22:24:00
AI-DEC-561,Gate B Congestion Re-routing,crowd,low,0.92,18,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-20T08:57:00
AI-DEC-562,Gate B Congestion Re-routing,crowd,medium,0.84,29,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-08T10:59:00
AI-DEC-563,Restricted Zone Entry Warning,security,high,0.99,90,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-05-01T23:36:00
AI-DEC-564,AI Operational Optimization (FACILITY),facility,low,0.98,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-09T17:52:00
AI-DEC-565,Restricted Zone Entry Warning,security,medium,0.89,26,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,executed,2026-04-30T22:24:00
AI-DEC-566,Gate B Congestion Re-routing,crowd,high,0.9,83,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-02T09:34:00
AI-DEC-567,Restricted Zone Entry Warning,security,high,0.89,90,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-02T14:34:00
AI-DEC-568,Gate B Congestion Re-routing,crowd,low,0.76,23,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-25T09:40:00
AI-DEC-569,Restricted Zone Entry Warning,security,low,0.83,10,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-27T14:42:00
AI-DEC-570,Restricted Zone Entry Warning,security,medium,0.86,27,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-04T22:00:00
AI-DEC-571,AI Operational Optimization (WEATHER),weather,high,0.82,71,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-17T23:26:00
AI-DEC-572,Restricted Zone Entry Warning,security,medium,0.92,25,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-14T19:41:00
AI-DEC-573,AI Operational Optimization (WEATHER),weather,low,0.78,17,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-23T11:57:00
AI-DEC-574,AI Operational Optimization (WEATHER),weather,low,0.84,39,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-29T23:15:00
AI-DEC-575,AI Operational Optimization (EMERGENCY),emergency,medium,0.77,15,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-30T05:25:00
AI-DEC-576,Restricted Zone Entry Warning,security,high,0.76,43,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-25T05:39:00
AI-DEC-577,AI Operational Optimization (FACILITY),facility,medium,0.91,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-05T12:38:00
AI-DEC-578,AI Operational Optimization (FACILITY),facility,medium,0.78,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-23T05:00:00
AI-DEC-579,Gate B Congestion Re-routing,crowd,critical,0.84,51,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-01T18:43:00
AI-DEC-580,AI Operational Optimization (EMERGENCY),emergency,low,0.85,28,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-22T22:30:00
AI-DEC-581,Restricted Zone Entry Warning,security,low,0.93,20,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-05-02T14:38:00
AI-DEC-582,Gate B Congestion Re-routing,crowd,low,0.81,32,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-28T14:01:00
AI-DEC-583,AI Operational Optimization (WEATHER),weather,low,0.91,24,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-22T23:38:00
AI-DEC-584,Gate B Congestion Re-routing,crowd,high,0.88,79,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-24T16:42:00
AI-DEC-585,AI Operational Optimization (WEATHER),weather,low,0.83,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-11T17:51:00
AI-DEC-586,AI Operational Optimization (WEATHER),weather,medium,0.94,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-21T17:42:00
AI-DEC-587,Restricted Zone Entry Warning,security,low,0.83,22,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-03T13:04:00
AI-DEC-588,AI Operational Optimization (FACILITY),facility,medium,0.83,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-13T02:05:00
AI-DEC-589,AI Operational Optimization (WEATHER),weather,high,0.83,90,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-04T00:40:00
AI-DEC-590,AI Operational Optimization (FACILITY),facility,high,0.81,90,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-04T23:37:00
AI-DEC-591,Restricted Zone Entry Warning,security,low,0.99,27,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-23T04:32:00
AI-DEC-592,AI Operational Optimization (FACILITY),facility,medium,0.79,27,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-12T17:05:00
AI-DEC-593,AI Operational Optimization (WEATHER),weather,low,0.8,11,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-14T01:19:00
AI-DEC-594,Restricted Zone Entry Warning,security,low,0.88,23,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-05T10:05:00
AI-DEC-595,AI Operational Optimization (WEATHER),weather,low,0.89,17,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-02T19:40:00
AI-DEC-596,AI Operational Optimization (FACILITY),facility,high,0.79,68,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-10T07:47:00
AI-DEC-597,Gate B Congestion Re-routing,crowd,low,0.92,37,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,approved,2026-04-09T01:10:00
AI-DEC-598,AI Operational Optimization (WEATHER),weather,low,0.77,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-27T02:40:00
AI-DEC-599,Restricted Zone Entry Warning,security,high,0.97,93,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-19T12:31:00
AI-DEC-600,AI Operational Optimization (WEATHER),weather,high,0.98,94,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-11T07:09:00
AI-DEC-601,Restricted Zone Entry Warning,security,low,0.77,11,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-02T13:19:00
AI-DEC-602,AI Operational Optimization (WEATHER),weather,low,0.84,14,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-12T12:03:00
AI-DEC-603,AI Operational Optimization (WEATHER),weather,medium,0.87,13,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-19T21:49:00
AI-DEC-604,AI Operational Optimization (FACILITY),facility,low,0.82,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-06T08:28:00
AI-DEC-605,Gate B Congestion Re-routing,crowd,low,0.89,17,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-19T18:36:00
AI-DEC-606,Restricted Zone Entry Warning,security,low,0.93,30,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-14T14:10:00
AI-DEC-607,AI Operational Optimization (WEATHER),weather,low,0.92,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-25T13:46:00
AI-DEC-608,AI Operational Optimization (EMERGENCY),emergency,medium,0.78,25,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-19T05:01:00
AI-DEC-609,AI Operational Optimization (EMERGENCY),emergency,low,0.78,35,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-05T03:47:00
AI-DEC-610,AI Operational Optimization (FACILITY),facility,low,0.75,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-01T20:22:00
AI-DEC-611,Restricted Zone Entry Warning,security,medium,0.76,13,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-05-02T04:37:00
AI-DEC-612,AI Operational Optimization (EMERGENCY),emergency,medium,0.84,34,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-06T07:32:00
AI-DEC-613,Gate B Congestion Re-routing,crowd,medium,0.79,36,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-22T10:47:00
AI-DEC-614,Restricted Zone Entry Warning,security,low,0.96,19,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-21T11:37:00
