assignment_id,staff_id,shift_id,zone_id,task_description,status
2143,1219,193,2,Perform Medical duties in assigned zone area.,In Progress
2144,1492,207,1,Perform Facilities duties in assigned zone area.,Completed
2145,756,180,21,Perform Security duties in assigned zone area.,Completed
2146,368,243,21,Perform Administration duties in assigned zone area.,Completed
2147,1273,211,13,Perform Crowd Control duties in assigned zone area.,Completed
2148,497,105,6,Perform Facilities duties in assigned zone area.,Completed
2149,8,236,4,Perform Medical duties in assigned zone area.,In Progress
2150,1345,242,39,Perform Facilities duties in assigned zone area.,In Progress
2151,915,205,4,Perform Crowd Control duties in assigned zone area.,In Progress
2152,1324,185,17,Perform Medical duties in assigned zone area.,Completed
2153,568,109,32,Perform Guest Services duties in assigned zone area.,Completed
2154,289,229,19,Perform Security duties in assigned zone area.,In Progress
2155,93,212,9,Perform Medical duties in assigned zone area.,Completed
2156,306,119,5,Perform Facilities duties in assigned zone area.,In Progress
2157,932,185,10,Perform Guest Services duties in assigned zone area.,In Progress
2158,247,228,15,Perform Administration duties in assigned zone area.,In Progress
2159,918,171,19,Perform Crowd Control duties in assigned zone area.,Completed
2160,458,111,4,Perform Medical duties in assigned zone area.,Completed
2161,193,159,33,Perform Guest Services duties in assigned zone area.,In Progress
2162,767,114,33,Perform Facilities duties in assigned zone area.,Completed
2163,384,184,36,Perform Security duties in assigned zone area.,Absent
2164,634,247,19,Perform Medical duties in assigned zone area.,In Progress
2165,844,242,8,Perform Guest Services duties in assigned zone area.,In Progress
2166,1154,202,29,Perform Security duties in assigned zone area.,Completed
2167,455,196,4,Perform Administration duties in assigned zone area.,In Progress
2168,1102,187,26,Perform Facilities duties in assigned zone area.,In Progress
2169,409,118,4,Perform Medical duties in assigned zone area.,Scheduled
2170,576,128,40,Perform Guest Services duties in assigned zone area.,Completed
2171,73,207,29,Perform Administration duties in assigned zone area.,Completed
2172,758,156,30,Perform Guest Services duties in assigned zone area.,Completed
2173,710,102,7,Perform Crowd Control duties in assigned zone area.,In Progress
2174,659,171,27,Perform Security duties in assigned zone area.,Scheduled
2175,1385,248,25,Perform Crowd Control duties in assigned zone area.,Completed
2176,730,217,1,Perform Crowd Control duties in assigned zone area.,In Progress
2177,699,119,31,Perform Administration duties in assigned zone area.,Scheduled
2178,490,237,32,Perform Guest Services duties in assigned zone area.,In Progress
2179,830,114,26,Perform Medical duties in assigned zone area.,Completed
2180,1004,158,20,Perform Guest Services duties in assigned zone area.,In Progress
2181,1187,205,11,Perform Facilities duties in assigned zone area.,Completed
2182,50,232,25,Perform Crowd Control duties in assigned zone area.,In Progress
2183,1291,121,2,Perform Medical duties in assigned zone area.,In Progress
2184,762,219,28,Perform Facilities duties in assigned zone area.,In Progress
2185,865,237,28,Perform Guest Services duties in assigned zone area.,In Progress
2186,81,218,40,Perform Administration duties in assigned zone area.,Completed
2187,519,230,27,Perform Administration duties in assigned zone area.,In Progress
2188,399,194,30,Perform Medical duties in assigned zone area.,In Progress
2189,1126,220,40,Perform Security duties in assigned zone area.,Scheduled
2190,123,105,22,Perform Facilities duties in assigned zone area.,Completed
2191,482,229,20,Perform Guest Services duties in assigned zone area.,In Progress
2192,1205,112,19,Perform Facilities duties in assigned zone area.,Completed
2193,946,105,7,Perform Medical duties in assigned zone area.,Completed
2194,233,240,33,Perform Crowd Control duties in assigned zone area.,Completed
2195,1070,151,28,Perform Medical duties in assigned zone area.,In Progress
2196,312,236,34,Perform Guest Services duties in assigned zone area.,Completed
2197,740,188,24,Perform Medical duties in assigned zone area.,Completed
2198,249,204,29,Perform Administration duties in assigned zone area.,Scheduled
2199,761,233,4,Perform Facilities duties in assigned zone area.,In Progress
2200,605,205,19,Perform Crowd Control duties in assigned zone area.,Completed
2201,1231,146,31,Perform Crowd Control duties in assigned zone area.,Scheduled
2202,220,236,31,Perform Security duties in assigned zone area.,Completed
2203,1162,222,4,Perform Guest Services duties in assigned zone area.,Completed
2204,750,193,21,Perform Security duties in assigned zone area.,Completed
2205,1117,158,38,Perform Security duties in assigned zone area.,Completed
2206,1383,172,2,Perform Facilities duties in assigned zone area.,Completed
2207,1264,114,17,Perform Crowd Control duties in assigned zone area.,In Progress
2208,823,166,7,Perform Medical duties in assigned zone area.,In Progress
2209,612,171,15,Perform Facilities duties in assigned zone area.,In Progress
2210,1418,179,17,Perform Security duties in assigned zone area.,Scheduled
2211,799,167,37,Perform Facilities duties in assigned zone area.,Completed
2212,208,166,31,Perform Guest Services duties in assigned zone area.,Completed
2213,1099,225,38,Perform Crowd Control duties in assigned zone area.,Completed
2214,83,135,18,Perform Administration duties in assigned zone area.,In Progress
2215,1275,139,38,Perform Guest Services duties in assigned zone area.,Completed
2216,298,159,29,Perform Security duties in assigned zone area.,In Progress
2217,502,108,26,Perform Security duties in assigned zone area.,In Progress
2218,1023,248,1,Perform Medical duties in assigned zone area.,In Progress
2219,1353,141,39,Perform Crowd Control duties in assigned zone area.,In Progress
2220,1414,227,4,Perform Crowd Control duties in assigned zone area.,Completed
2221,773,125,31,Perform Security duties in assigned zone area.,In Progress
2222,1295,144,14,Perform Guest Services duties in assigned zone area.,In Progress
2223,1363,219,13,Perform Guest Services duties in assigned zone area.,Completed
2224,386,116,20,Perform Medical duties in assigned zone area.,Completed
2225,968,200,28,Perform Facilities duties in assigned zone area.,In Progress
2226,270,137,7,Perform Crowd Control duties in assigned zone area.,Completed
2227,1145,205,14,Perform Medical duties in assigned zone area.,In Progress
2228,874,157,14,Perform Administration duties in assigned zone area.,Completed
2229,693,181,33,Perform Medical duties in assigned zone area.,Completed
2230,614,165,7,Perform Crowd Control duties in assigned zone area.,Completed
2231,1422,186,37,Perform Security duties in assigned zone area.,In Progress
2232,184,164,8,Perform Security duties in assigned zone area.,Scheduled
2233,1438,226,12,Perform Guest Services duties in assigned zone area.,Absent
2234,152,177,8,Perform Administration duties in assigned zone area.,Completed
2235,334,221,17,Perform Medical duties in assigned zone area.,Completed
2236,870,106,38,Perform Medical duties in assigned zone area.,Completed
2237,1325,143,5,Perform Crowd Control duties in assigned zone area.,In Progress
2238,528,118,4,Perform Crowd Control duties in assigned zone area.,Absent
2239,316,241,8,Perform Facilities duties in assigned zone area.,In Progress
2240,80,209,26,Perform Medical duties in assigned zone area.,In Progress
2241,1472,172,23,Perform Administration duties in assigned zone area.,In Progress
2242,821,212,28,Perform Medical duties in assigned zone area.,Scheduled
2243,206,246,18,Perform Guest Services duties in assigned zone area.,Completed
2244,730,199,7,Perform Crowd Control duties in assigned zone area.,In Progress
2245,251,199,26,Perform Guest Services duties in assigned zone area.,Completed
2246,1177,232,40,Perform Security duties in assigned zone area.,In Progress
2247,901,111,26,Perform Medical duties in assigned zone area.,Completed
2248,1088,145,26,Perform Facilities duties in assigned zone area.,Completed
2249,209,242,3,Perform Crowd Control duties in assigned zone area.,Completed
2250,900,174,9,Perform Guest Services duties in assigned zone area.,Completed
2251,1245,242,23,Perform Facilities duties in assigned zone area.,In Progress
2252,121,111,4,Perform Crowd Control duties in assigned zone area.,Completed
2253,1444,213,20,Perform Facilities duties in assigned zone area.,Completed
2254,608,240,20,Perform Medical duties in assigned zone area.,Completed
2255,1448,105,10,Perform Administration duties in assigned zone area.,Completed
2256,629,166,27,Perform Guest Services duties in assigned zone area.,Absent
2257,1375,238,26,Perform Guest Services duties in assigned zone area.,In Progress
2258,34,130,25,Perform Facilities duties in assigned zone area.,In Progress
2259,294,242,10,Perform Facilities duties in assigned zone area.,Completed
2260,338,134,2,Perform Crowd Control duties in assigned zone area.,Completed
2261,218,122,31,Perform Guest Services duties in assigned zone area.,Completed
2262,547,243,16,Perform Crowd Control duties in assigned zone area.,Completed
2263,1292,148,3,Perform Guest Services duties in assigned zone area.,In Progress
2264,645,192,33,Perform Facilities duties in assigned zone area.,In Progress
2265,421,184,2,Perform Medical duties in assigned zone area.,In Progress
2266,112,111,37,Perform Administration duties in assigned zone area.,Scheduled
2267,789,135,35,Perform Crowd Control duties in assigned zone area.,Scheduled
2268,1104,153,30,Perform Medical duties in assigned zone area.,In Progress
2269,1336,129,26,Perform Crowd Control duties in assigned zone area.,In Progress
2270,889,210,15,Perform Crowd Control duties in assigned zone area.,Completed
2271,608,235,33,Perform Medical duties in assigned zone area.,In Progress
2272,1085,228,26,Perform Security duties in assigned zone area.,Completed
2273,147,136,32,Perform Guest Services duties in assigned zone area.,Completed
2274,547,226,38,Perform Crowd Control duties in assigned zone area.,Completed
2275,795,105,3,Perform Administration duties in assigned zone area.,Completed
2276,835,182,19,Perform Facilities duties in assigned zone area.,Completed
2277,1482,214,24,Perform Guest Services duties in assigned zone area.,In Progress
2278,265,157,34,Perform Administration duties in assigned zone area.,In Progress
2279,864,187,39,Perform Security duties in assigned zone area.,Completed
2280,1112,166,35,Perform Administration duties in assigned zone area.,In Progress
2281,1485,244,11,Perform Facilities duties in assigned zone area.,In Progress
2282,1280,210,10,Perform Administration duties in assigned zone area.,Completed
2283,1454,235,2,Perform Crowd Control duties in assigned zone area.,In Progress
2284,778,137,38,Perform Crowd Control duties in assigned zone area.,Absent
2285,1382,184,13,Perform Facilities duties in assigned zone area.,Completed
2286,59,145,14,Perform Medical duties in assigned zone area.,In Progress
2287,868,104,28,Perform Security duties in assigned zone area.,Completed
2288,1410,172,13,Perform Medical duties in assigned zone area.,In Progress
2289,707,120,21,Perform Guest Services duties in assigned zone area.,Scheduled
2290,1317,198,8,Perform Security duties in assigned zone area.,In Progress
2291,97,219,39,Perform Medical duties in assigned zone area.,In Progress
2292,1041,213,24,Perform Medical duties in assigned zone area.,Completed
2293,1080,214,27,Perform Medical duties in assigned zone area.,In Progress
2294,1355,218,16,Perform Security duties in assigned zone area.,Completed
2295,276,173,25,Perform Medical duties in assigned zone area.,Completed
2296,1228,109,27,Perform Guest Services duties in assigned zone area.,In Progress
2297,630,167,14,Perform Administration duties in assigned zone area.,Completed
2298,700,117,27,Perform Facilities duties in assigned zone area.,In Progress
2299,400,127,6,Perform Guest Services duties in assigned zone area.,In Progress
2300,1106,162,40,Perform Administration duties in assigned zone area.,In Progress
2301,1444,188,4,Perform Facilities duties in assigned zone area.,Completed
2302,26,200,28,Perform Facilities duties in assigned zone area.,In Progress
2303,842,156,25,Perform Facilities duties in assigned zone area.,Completed
2304,1467,236,16,Perform Medical duties in assigned zone area.,In Progress
2305,604,131,25,Perform Crowd Control duties in assigned zone area.,In Progress
2306,265,117,17,Perform Administration duties in assigned zone area.,In Progress
2307,365,216,8,Perform Guest Services duties in assigned zone area.,Completed
2308,1331,234,22,Perform Security duties in assigned zone area.,Scheduled
2309,1466,137,29,Perform Medical duties in assigned zone area.,Completed
2310,96,236,29,Perform Crowd Control duties in assigned zone area.,Completed
2311,1485,236,16,Perform Facilities duties in assigned zone area.,Completed
2312,1110,155,27,Perform Crowd Control duties in assigned zone area.,Completed
2313,942,205,10,Perform Facilities duties in assigned zone area.,In Progress
2314,1380,226,21,Perform Guest Services duties in assigned zone area.,Completed
2315,911,210,22,Perform Administration duties in assigned zone area.,In Progress
2316,189,232,7,Perform Guest Services duties in assigned zone area.,In Progress
2317,1400,195,25,Perform Guest Services duties in assigned zone area.,Completed
2318,222,113,37,Perform Medical duties in assigned zone area.,In Progress
2319,824,218,27,Perform Facilities duties in assigned zone area.,In Progress
2320,521,180,36,Perform Security duties in assigned zone area.,In Progress
2321,662,199,19,Perform Facilities duties in assigned zone area.,Completed
2322,958,155,33,Perform Administration duties in assigned zone area.,Completed
2323,580,179,3,Perform Crowd Control duties in assigned zone area.,Scheduled
2324,16,186,2,Perform Crowd Control duties in assigned zone area.,Completed
2325,764,160,39,Perform Facilities duties in assigned zone area.,In Progress
2326,1492,234,36,Perform Facilities duties in assigned zone area.,Completed
2327,194,131,33,Perform Facilities duties in assigned zone area.,Completed
2328,1017,226,3,Perform Guest Services duties in assigned zone area.,In Progress
2329,1272,154,20,Perform Guest Services duties in assigned zone area.,Completed
2330,1461,156,19,Perform Crowd Control duties in assigned zone area.,Completed
2331,1249,145,13,Perform Guest Services duties in assigned zone area.,In Progress
2332,265,145,11,Perform Administration duties in assigned zone area.,Scheduled
2333,1098,237,38,Perform Facilities duties in assigned zone area.,In Progress
2334,1246,111,23,Perform Medical duties in assigned zone area.,In Progress
2335,1376,249,25,Perform Facilities duties in assigned zone area.,In Progress
2336,931,214,15,Perform Facilities duties in assigned zone area.,In Progress
2337,1152,242,26,Perform Administration duties in assigned zone area.,In Progress
2338,423,205,32,Perform Security duties in assigned zone area.,In Progress
2339,305,156,7,Perform Security duties in assigned zone area.,Scheduled
2340,1083,150,8,Perform Security duties in assigned zone area.,In Progress
2341,297,208,21,Perform Facilities duties in assigned zone area.,Completed
2342,432,249,1,Perform Medical duties in assigned zone area.,Completed
2343,1303,195,10,Perform Medical duties in assigned zone area.,Completed
2344,759,159,17,Perform Crowd Control duties in assigned zone area.,Completed
2345,1175,121,32,Perform Security duties in assigned zone area.,Completed
2346,645,169,26,Perform Facilities duties in assigned zone area.,Scheduled
2347,155,140,25,Perform Medical duties in assigned zone area.,Completed
2348,389,157,4,Perform Medical duties in assigned zone area.,Completed
2349,274,122,40,Perform Guest Services duties in assigned zone area.,In Progress
2350,978,143,25,Perform Facilities duties in assigned zone area.,In Progress
2351,663,242,23,Perform Facilities duties in assigned zone area.,In Progress
2352,598,236,10,Perform Facilities duties in assigned zone area.,Completed
2353,177,208,11,Perform Administration duties in assigned zone area.,In Progress
2354,365,189,5,Perform Guest Services duties in assigned zone area.,In Progress
2355,462,160,38,Perform Facilities duties in assigned zone area.,In Progress
2356,1497,109,21,Perform Security duties in assigned zone area.,Completed
2357,895,149,38,Perform Crowd Control duties in assigned zone area.,In Progress
2358,1108,176,13,Perform Facilities duties in assigned zone area.,In Progress
2359,5,198,7,Perform Medical duties in assigned zone area.,In Progress
2360,534,157,40,Perform Medical duties in assigned zone area.,Completed
2361,451,174,24,Perform Security duties in assigned zone area.,Scheduled
2362,261,209,2,Perform Crowd Control duties in assigned zone area.,In Progress
2363,746,219,35,Perform Security duties in assigned zone area.,In Progress
2364,636,213,17,Perform Facilities duties in assigned zone area.,Completed
2365,942,127,38,Perform Facilities duties in assigned zone area.,In Progress
2366,838,153,23,Perform Medical duties in assigned zone area.,Completed
2367,79,237,35,Perform Administration duties in assigned zone area.,Absent
2368,1330,194,24,Perform Facilities duties in assigned zone area.,Completed
2369,879,242,2,Perform Guest Services duties in assigned zone area.,Completed
2370,439,230,10,Perform Crowd Control duties in assigned zone area.,In Progress
2371,1488,167,4,Perform Security duties in assigned zone area.,In Progress
2372,718,106,23,Perform Security duties in assigned zone area.,Completed
2373,953,241,5,Perform Guest Services duties in assigned zone area.,Completed
2374,1392,125,8,Perform Guest Services duties in assigned zone area.,In Progress
2375,805,217,26,Perform Administration duties in assigned zone area.,Completed
2376,705,192,2,Perform Security duties in assigned zone area.,In Progress
2377,735,131,22,Perform Security duties in assigned zone area.,Completed
2378,1303,144,21,Perform Medical duties in assigned zone area.,Completed
2379,147,250,31,Perform Guest Services duties in assigned zone area.,Completed
2380,1399,204,11,Perform Security duties in assigned zone area.,Completed
2381,1058,174,35,Perform Facilities duties in assigned zone area.,In Progress
2382,934,237,34,Perform Crowd Control duties in assigned zone area.,Scheduled
2383,995,197,20,Perform Facilities duties in assigned zone area.,In Progress
2384,734,185,20,Perform Facilities duties in assigned zone area.,In Progress
2385,285,175,11,Perform Administration duties in assigned zone area.,Completed
2386,136,107,8,Perform Administration duties in assigned zone area.,In Progress
2387,990,186,40,Perform Facilities duties in assigned zone area.,In Progress
2388,351,108,15,Perform Guest Services duties in assigned zone area.,In Progress
2389,759,117,16,Perform Crowd Control duties in assigned zone area.,In Progress
2390,244,220,13,Perform Crowd Control duties in assigned zone area.,In Progress
2391,286,219,32,Perform Security duties in assigned zone area.,In Progress
2392,1277,200,32,Perform Security duties in assigned zone area.,Completed
2393,1291,167,33,Perform Medical duties in assigned zone area.,Completed
2394,253,105,7,Perform Facilities duties in assigned zone area.,In Progress
2395,1356,231,15,Perform Crowd Control duties in assigned zone area.,In Progress
2396,269,141,23,Perform Guest Services duties in assigned zone area.,In Progress
2397,749,155,10,Perform Facilities duties in assigned zone area.,Completed
2398,1265,139,3,Perform Medical duties in assigned zone area.,In Progress
2399,1378,123,35,Perform Administration duties in assigned zone area.,Completed
2400,1199,250,3,Perform Security duties in assigned zone area.,Completed
2401,1225,238,28,Perform Facilities duties in assigned zone area.,Scheduled
2402,1199,188,37,Perform Security duties in assigned zone area.,Completed
2403,1348,179,28,Perform Facilities duties in assigned zone area.,In Progress
2404,166,116,19,Perform Administration duties in assigned zone area.,In Progress
2405,50,135,24,Perform Crowd Control duties in assigned zone area.,In Progress
2406,1431,146,20,Perform Facilities duties in assigned zone area.,In Progress
2407,468,178,19,Perform Security duties in assigned zone area.,In Progress
2408,1178,187,19,Perform Security duties in assigned zone area.,Completed
2409,238,102,14,Perform Crowd Control duties in assigned zone area.,Completed
2410,805,194,35,Perform Administration duties in assigned zone area.,In Progress
2411,168,209,13,Perform Medical duties in assigned zone area.,Scheduled
2412,1166,158,8,Perform Medical duties in assigned zone area.,In Progress
2413,1084,207,39,Perform Administration duties in assigned zone area.,In Progress
2414,1340,220,32,Perform Crowd Control duties in assigned zone area.,In Progress
2415,546,101,7,Perform Security duties in assigned zone area.,In Progress
2416,34,247,3,Perform Facilities duties in assigned zone area.,In Progress
2417,165,185,17,Perform Medical duties in assigned zone area.,Completed
2418,217,172,34,Perform Guest Services duties in assigned zone area.,Completed
2419,669,106,22,Perform Guest Services duties in assigned zone area.,Completed
2420,515,113,23,Perform Crowd Control duties in assigned zone area.,Completed
2421,921,135,19,Perform Facilities duties in assigned zone area.,Completed
2422,1214,183,15,Perform Administration duties in assigned zone area.,Completed
2423,820,108,35,Perform Crowd Control duties in assigned zone area.,Absent
2424,899,197,39,Perform Crowd Control duties in assigned zone area.,In Progress
2425,883,207,10,Perform Security duties in assigned zone area.,In Progress
2426,37,120,7,Perform Medical duties in assigned zone area.,Scheduled
2427,1482,151,5,Perform Guest Services duties in assigned zone area.,In Progress
2428,1041,173,24,Perform Medical duties in assigned zone area.,In Progress
2429,380,234,38,Perform Guest Services duties in assigned zone area.,Completed
2430,1198,239,34,Perform Facilities duties in assigned zone area.,Scheduled
2431,90,226,33,Perform Security duties in assigned zone area.,In Progress
2432,940,111,35,Perform Crowd Control duties in assigned zone area.,In Progress
2433,1482,150,8,Perform Guest Services duties in assigned zone area.,Completed
2434,132,242,27,Perform Facilities duties in assigned zone area.,Scheduled
2435,1247,187,38,Perform Administration duties in assigned zone area.,In Progress
2436,1443,112,26,Perform Facilities duties in assigned zone area.,Completed
2437,1097,134,20,Perform Crowd Control duties in assigned zone area.,Completed
2438,931,221,22,Perform Facilities duties in assigned zone area.,Absent
2439,36,248,10,Perform Medical duties in assigned zone area.,In Progress
2440,868,101,4,Perform Security duties in assigned zone area.,Completed
2441,184,185,26,Perform Security duties in assigned zone area.,In Progress
2442,1270,114,20,Perform Medical duties in assigned zone area.,Completed
2443,711,130,27,Perform Security duties in assigned zone area.,In Progress
2444,17,125,7,Perform Crowd Control duties in assigned zone area.,In Progress
2445,889,102,30,Perform Crowd Control duties in assigned zone area.,Scheduled
2446,414,164,5,Perform Medical duties in assigned zone area.,In Progress
2447,822,230,40,Perform Crowd Control duties in assigned zone area.,Completed
2448,1476,131,37,Perform Administration duties in assigned zone area.,In Progress
2449,1283,111,14,Perform Guest Services duties in assigned zone area.,In Progress
2450,22,200,24,Perform Crowd Control duties in assigned zone area.,Completed
2451,764,209,30,Perform Facilities duties in assigned zone area.,Completed
2452,685,221,23,Perform Medical duties in assigned zone area.,Completed
2453,175,166,35,Perform Medical duties in assigned zone area.,In Progress
2454,905,241,25,Perform Administration duties in assigned zone area.,In Progress
2455,1417,120,11,Perform Security duties in assigned zone area.,In Progress
2456,352,154,32,Perform Security duties in assigned zone area.,Completed
2457,853,108,1,Perform Facilities duties in assigned zone area.,In Progress
2458,1452,161,17,Perform Facilities duties in assigned zone area.,Scheduled
2459,723,180,22,Perform Administration duties in assigned zone area.,Completed
2460,470,222,13,Perform Guest Services duties in assigned zone area.,Completed
2461,1210,135,27,Perform Guest Services duties in assigned zone area.,Completed
2462,814,110,5,Perform Facilities duties in assigned zone area.,In Progress
2463,569,120,20,Perform Crowd Control duties in assigned zone area.,Completed
2464,521,170,20,Perform Security duties in assigned zone area.,In Progress
2465,301,125,6,Perform Facilities duties in assigned zone area.,In Progress
2466,1398,210,4,Perform Facilities duties in assigned zone area.,Completed
2467,305,202,9,Perform Security duties in assigned zone area.,Completed
2468,616,246,22,Perform Security duties in assigned zone area.,Completed
2469,1302,236,18,Perform Administration duties in assigned zone area.,Completed
2470,525,202,25,Perform Medical duties in assigned zone area.,Scheduled
2471,83,206,4,Perform Administration duties in assigned zone area.,In Progress
2472,1367,186,16,Perform Crowd Control duties in assigned zone area.,In Progress
2473,1022,209,35,Perform Guest Services duties in assigned zone area.,In Progress
2474,1438,180,40,Perform Guest Services duties in assigned zone area.,Completed
2475,1168,250,12,Perform Crowd Control duties in assigned zone area.,Completed
2476,1089,221,20,Perform Medical duties in assigned zone area.,In Progress
2477,589,204,9,Perform Facilities duties in assigned zone area.,Completed
2478,417,170,17,Perform Crowd Control duties in assigned zone area.,Completed
2479,969,232,3,Perform Security duties in assigned zone area.,Completed
2480,1044,106,25,Perform Administration duties in assigned zone area.,Completed
2481,1157,121,35,Perform Administration duties in assigned zone area.,Completed
2482,563,144,6,Perform Crowd Control duties in assigned zone area.,Completed
2483,134,175,22,Perform Crowd Control duties in assigned zone area.,Completed
2484,360,228,24,Perform Medical duties in assigned zone area.,Completed
2485,1339,238,18,Perform Security duties in assigned zone area.,Completed
2486,1329,170,16,Perform Security duties in assigned zone area.,In Progress
2487,956,248,3,Perform Administration duties in assigned zone area.,Completed
2488,783,212,2,Perform Medical duties in assigned zone area.,Completed
2489,428,200,5,Perform Security duties in assigned zone area.,Completed
2490,924,121,3,Perform Administration duties in assigned zone area.,Completed
2491,697,193,16,Perform Guest Services duties in assigned zone area.,In Progress
2492,431,213,30,Perform Administration duties in assigned zone area.,Completed
2493,1096,224,14,Perform Facilities duties in assigned zone area.,In Progress
2494,332,189,3,Perform Security duties in assigned zone area.,In Progress
2495,1182,143,15,Perform Guest Services duties in assigned zone area.,In Progress
2496,1220,144,26,Perform Facilities duties in assigned zone area.,In Progress
2497,1439,186,40,Perform Crowd Control duties in assigned zone area.,Completed
2498,1020,154,24,Perform Guest Services duties in assigned zone area.,Scheduled
2499,76,103,24,Perform Administration duties in assigned zone area.,Scheduled
2500,362,134,22,Perform Security duties in assigned zone area.,Completed
2501,1165,148,9,Perform Administration duties in assigned zone area.,Completed
2502,704,223,3,Perform Medical duties in assigned zone area.,Completed
2503,1420,111,15,Perform Administration duties in assigned zone area.,Scheduled
2504,156,162,10,Perform Facilities duties in assigned zone area.,Completed
2505,577,210,25,Perform Crowd Control duties in assigned zone area.,In Progress
2506,81,199,27,Perform Administration duties in assigned zone area.,Completed
2507,1304,242,6,Perform Administration duties in assigned zone area.,Completed
2508,768,201,28,Perform Medical duties in assigned zone area.,In Progress
2509,825,228,30,Perform Crowd Control duties in assigned zone area.,In Progress
2510,1108,173,33,Perform Facilities duties in assigned zone area.,In Progress
2511,1281,229,24,Perform Guest Services duties in assigned zone area.,Completed
2512,902,151,39,Perform Facilities duties in assigned zone area.,Completed
2513,1019,112,40,Perform Facilities duties in assigned zone area.,Absent
2514,1064,199,26,Perform Administration duties in assigned zone area.,In Progress
2515,806,134,6,Perform Guest Services duties in assigned zone area.,In Progress
2516,718,117,14,Perform Security duties in assigned zone area.,Completed
2517,466,220,2,Perform Medical duties in assigned zone area.,In Progress
2518,1079,160,27,Perform Facilities duties in assigned zone area.,In Progress
2519,695,135,29,Perform Crowd Control duties in assigned zone area.,In Progress
2520,717,211,14,Perform Guest Services duties in assigned zone area.,Completed
2521,1441,237,34,Perform Security duties in assigned zone area.,Completed
2522,618,116,35,Perform Facilities duties in assigned zone area.,Scheduled
2523,59,214,11,Perform Medical duties in assigned zone area.,Completed
2524,1159,136,38,Perform Administration duties in assigned zone area.,In Progress
2525,927,200,17,Perform Administration duties in assigned zone area.,Scheduled
2526,868,213,14,Perform Security duties in assigned zone area.,In Progress
2527,155,232,33,Perform Medical duties in assigned zone area.,Completed
2528,754,181,10,Perform Guest Services duties in assigned zone area.,Completed
2529,180,216,40,Perform Facilities duties in assigned zone area.,Completed
2530,910,246,36,Perform Crowd Control duties in assigned zone area.,Completed
2531,1138,206,2,Perform Security duties in assigned zone area.,Completed
2532,864,220,36,Perform Security duties in assigned zone area.,Scheduled
2533,61,116,27,Perform Crowd Control duties in assigned zone area.,Completed
2534,1108,127,37,Perform Facilities duties in assigned zone area.,In Progress
2535,242,155,13,Perform Crowd Control duties in assigned zone area.,In Progress
2536,1333,193,20,Perform Security duties in assigned zone area.,Completed
2537,991,184,29,Perform Administration duties in assigned zone area.,In Progress
2538,1007,179,25,Perform Crowd Control duties in assigned zone area.,In Progress
2539,429,236,21,Perform Administration duties in assigned zone area.,In Progress
2540,473,228,5,Perform Guest Services duties in assigned zone area.,In Progress
2541,268,203,17,Perform Medical duties in assigned zone area.,Completed
2542,1362,146,24,Perform Crowd Control duties in assigned zone area.,Completed
2543,1158,187,39,Perform Crowd Control duties in assigned zone area.,Scheduled
2544,1485,236,13,Perform Facilities duties in assigned zone area.,Scheduled
2545,122,132,39,Perform Medical duties in assigned zone area.,Completed
2546,316,178,34,Perform Facilities duties in assigned zone area.,Completed
2547,1318,152,5,Perform Medical duties in assigned zone area.,Completed
2548,1345,145,15,Perform Facilities duties in assigned zone area.,In Progress
2549,82,152,36,Perform Crowd Control duties in assigned zone area.,Completed
2550,1393,178,13,Perform Security duties in assigned zone area.,In Progress
2551,560,118,10,Perform Security duties in assigned zone area.,Scheduled
2552,1352,174,22,Perform Medical duties in assigned zone area.,Completed
2553,944,215,6,Perform Facilities duties in assigned zone area.,Completed
2554,225,127,8,Perform Medical duties in assigned zone area.,In Progress
2555,17,134,27,Perform Crowd Control duties in assigned zone area.,In Progress
2556,386,127,11,Perform Medical duties in assigned zone area.,Completed
2557,115,111,18,Perform Facilities duties in assigned zone area.,In Progress
2558,401,216,20,Perform Security duties in assigned zone area.,Completed
2559,787,176,18,Perform Security duties in assigned zone area.,Completed
2560,473,223,13,Perform Guest Services duties in assigned zone area.,In Progress
2561,4,120,28,Perform Crowd Control duties in assigned zone area.,In Progress
2562,44,149,28,Perform Medical duties in assigned zone area.,Completed
2563,1294,207,15,Perform Facilities duties in assigned zone area.,Completed
2564,497,159,7,Perform Facilities duties in assigned zone area.,Completed
2565,660,113,13,Perform Administration duties in assigned zone area.,In Progress
2566,1188,143,8,Perform Security duties in assigned zone area.,In Progress
2567,787,236,10,Perform Security duties in assigned zone area.,In Progress
2568,541,181,38,Perform Medical duties in assigned zone area.,Completed
2569,1464,222,20,Perform Administration duties in assigned zone area.,In Progress
2570,1327,139,3,Perform Guest Services duties in assigned zone area.,Completed
2571,371,240,10,Perform Crowd Control duties in assigned zone area.,Completed
2572,77,149,13,Perform Guest Services duties in assigned zone area.,Completed
2573,118,213,16,Perform Administration duties in assigned zone area.,Completed
2574,629,173,25,Perform Guest Services duties in assigned zone area.,Completed
2575,913,119,36,Perform Crowd Control duties in assigned zone area.,Completed
2576,663,138,1,Perform Facilities duties in assigned zone area.,In Progress
2577,1193,243,23,Perform Medical duties in assigned zone area.,Scheduled
2578,211,182,38,Perform Guest Services duties in assigned zone area.,In Progress
2579,1052,184,5,Perform Medical duties in assigned zone area.,Completed
2580,110,222,32,Perform Administration duties in assigned zone area.,Scheduled
2581,978,130,17,Perform Facilities duties in assigned zone area.,In Progress
