scan_id,ticket_id,scan_time,gate_id,scanner_id,result,details
14243,9750,2026-05-14T21:15:00,1,SCN-1-3,Success,Verification passed
14244,184,2026-05-18T22:05:00,8,SCN-8-4,Success,Verification passed
14245,7579,2026-05-23T16:32:00,9,SCN-9-3,Success,Verification passed
14246,1898,2026-05-22T20:41:00,8,SCN-8-1,Duplicate,flagged by fraud rules
14247,64,2026-05-18T20:56:00,10,SCN-10-3,Success,Verification passed
14248,9888,2026-05-22T21:07:00,8,SCN-8-4,Success,Verification passed
14249,8840,2026-05-14T19:18:00,4,SCN-4-4,Success,Verification passed
14250,4324,2026-05-18T20:56:00,9,SCN-9-2,Success,Verification passed
14251,685,2026-05-19T21:24:00,9,SCN-9-3,Success,Verification passed
14252,4230,2026-05-14T21:01:00,4,SCN-4-4,Success,Verification passed
14253,4426,2026-05-20T19:50:00,5,SCN-5-3,Success,Verification passed
14254,6243,2026-05-17T19:38:00,7,SCN-7-1,Success,Verification passed
14255,5269,2026-05-23T15:53:00,10,SCN-10-4,Success,Verification passed
14256,2200,2026-05-14T19:10:00,6,SCN-6-2,Success,Verification passed
14257,4809,2026-05-23T14:35:00,9,SCN-9-2,Success,Verification passed
14258,7390,2026-05-14T19:55:00,6,SCN-6-4,Success,Verification passed
14259,7470,2026-05-14T18:53:00,5,SCN-5-3,Success,Verification passed
14260,8126,2026-05-20T20:01:00,4,SCN-4-2,Suspicious Transfer,flagged by fraud rules
14261,4380,2026-05-14T19:49:00,3,SCN-3-1,Success,Verification passed
14262,7113,2026-05-17T20:00:00,7,SCN-7-1,Success,Verification passed
14263,837,2026-05-21T20:44:00,11,SCN-11-1,Success,Verification passed
14264,1053,2026-05-17T19:05:00,11,SCN-11-2,Success,Verification passed
14265,2980,2026-05-14T19:24:00,3,SCN-3-2,Success,Verification passed
14266,1149,2026-05-23T15:25:00,9,SCN-9-1,Success,Verification passed
14267,3707,2026-05-21T22:13:00,11,SCN-11-4,Success,Verification passed
14268,6577,2026-05-21T21:32:00,8,SCN-8-4,Success,Verification passed
14269,9438,2026-05-22T18:42:00,9,SCN-9-3,Success,Verification passed
14270,1503,2026-05-17T19:23:00,9,SCN-9-4,Success,Verification passed
14271,833,2026-05-17T18:52:00,11,SCN-11-2,Success,Verification passed
14272,9720,2026-05-14T19:30:00,5,SCN-5-1,Success,Verification passed
14273,8013,2026-05-17T19:17:00,10,SCN-10-2,Success,Verification passed
14274,6422,2026-05-16T15:43:00,3,SCN-3-1,Success,Verification passed
14275,3882,2026-05-16T14:42:00,1,SCN-1-3,Success,Verification passed
14276,721,2026-05-15T20:49:00,13,SCN-13-1,Success,Verification passed
14277,8864,2026-05-18T21:32:00,7,SCN-7-2,Success,Verification passed
14278,8743,2026-05-17T18:53:00,10,SCN-10-4,Success,Verification passed
14279,8586,2026-05-20T19:41:00,1,SCN-1-2,Success,Verification passed
14280,475,2026-05-19T19:40:00,8,SCN-8-3,Success,Verification passed
14281,2762,2026-05-16T16:36:00,3,SCN-3-1,Success,Verification passed
14282,9125,2026-05-19T21:12:00,10,SCN-10-1,Success,Verification passed
14283,6587,2026-05-21T21:37:00,10,SCN-10-1,Success,Verification passed
14284,7109,2026-05-23T14:40:00,8,SCN-8-4,Success,Verification passed
14285,175,2026-05-19T20:24:00,11,SCN-11-2,Success,Verification passed
14286,2480,2026-05-14T20:47:00,4,SCN-4-4,Success,Verification passed
14287,2750,2026-05-14T19:30:00,3,SCN-3-1,Success,Verification passed
14288,8366,2026-05-20T20:22:00,1,SCN-1-4,Success,Verification passed
14289,676,2026-05-20T19:10:00,4,SCN-4-2,Invalid QR,flagged by fraud rules
14290,8849,2026-05-23T15:48:00,9,SCN-9-2,Success,Verification passed
14291,564,2026-05-18T22:22:00,10,SCN-10-2,Success,Verification passed
14292,4758,2026-05-22T20:39:00,10,SCN-10-2,Success,Verification passed
14293,717,2026-05-21T22:03:00,11,SCN-11-2,Success,Verification passed
14294,2022,2026-05-16T14:43:00,2,SCN-2-1,Success,Verification passed
14295,2987,2026-05-21T22:33:00,7,SCN-7-2,Success,Verification passed
14296,8929,2026-05-23T17:24:00,7,SCN-7-4,Success,Verification passed
14297,9888,2026-05-22T21:08:00,8,SCN-8-4,Success,Verification passed
14298,4656,2026-05-20T18:56:00,5,SCN-5-2,Success,Verification passed
14299,6238,2026-05-22T20:08:00,7,SCN-7-2,Suspicious Transfer,flagged by fraud rules
14300,2655,2026-05-19T21:10:00,8,SCN-8-3,Success,Verification passed
14301,7937,2026-05-21T20:49:00,7,SCN-7-1,Success,Verification passed
14302,2666,2026-05-20T19:38:00,3,SCN-3-2,Success,Verification passed
14303,1447,2026-05-21T22:53:00,7,SCN-7-3,Success,Verification passed
14304,3889,2026-05-23T15:42:00,7,SCN-7-4,Success,Verification passed
14305,8216,2026-05-20T20:17:00,5,SCN-5-4,Success,Verification passed
14306,2024,2026-05-18T22:45:00,10,SCN-10-3,Success,Verification passed
14307,9562,2026-05-16T14:50:00,5,SCN-5-4,Success,Verification passed
14308,711,2026-05-15T19:34:00,16,SCN-16-3,Success,Verification passed
14309,5824,2026-05-18T22:19:00,11,SCN-11-1,Success,Verification passed
14310,1859,2026-05-23T15:24:00,11,SCN-11-2,Success,Verification passed
14311,8939,2026-05-23T14:53:00,11,SCN-11-1,Success,Verification passed
14312,4576,2026-05-20T19:39:00,4,SCN-4-1,Success,Verification passed
14313,9556,2026-05-20T20:54:00,1,SCN-1-2,Success,Verification passed
14314,9373,2026-05-17T20:56:00,8,SCN-8-2,Success,Verification passed
14315,4825,2026-05-19T20:43:00,8,SCN-8-2,Success,Verification passed
14316,1931,2026-05-15T20:02:00,16,SCN-16-4,Success,Verification passed
14317,1662,2026-05-16T17:25:00,1,SCN-1-2,Success,Verification passed
14318,2602,2026-05-16T16:23:00,5,SCN-5-1,Success,Verification passed
14319,2565,2026-05-19T21:12:00,11,SCN-11-4,Success,Verification passed
14320,3733,2026-05-17T19:56:00,8,SCN-8-4,Success,Verification passed
14321,2323,2026-05-17T19:50:00,10,SCN-10-4,Success,Verification passed
14322,4592,2026-05-16T17:21:00,6,SCN-6-3,Success,Verification passed
14323,1685,2026-05-19T19:20:00,9,SCN-9-3,Success,Verification passed
14324,3488,2026-05-22T19:54:00,7,SCN-7-2,Success,Verification passed
14325,5670,2026-05-14T21:08:00,1,SCN-1-3,Success,Verification passed
14326,315,2026-05-19T19:02:00,7,SCN-7-4,Success,Verification passed
14327,3540,2026-05-14T21:14:00,1,SCN-1-3,Success,Verification passed
14328,5716,2026-05-20T20:59:00,5,SCN-5-4,Success,Verification passed
14329,6811,2026-05-15T19:29:00,14,SCN-14-3,Success,Verification passed
14330,7442,2026-05-16T14:38:00,5,SCN-5-1,Success,Verification passed
14331,6631,2026-05-15T20:52:00,12,SCN-12-1,Success,Verification passed
14332,4770,2026-05-14T19:53:00,3,SCN-3-1,Success,Verification passed
14333,1235,2026-05-19T19:15:00,11,SCN-11-3,Success,Verification passed
14334,8757,2026-05-21T21:14:00,7,SCN-7-2,Success,Verification passed
14335,1077,2026-05-21T23:07:00,11,SCN-11-4,Success,Verification passed
14336,561,2026-05-15T20:51:00,14,SCN-14-2,Success,Verification passed
14337,6818,2026-05-22T20:54:00,9,SCN-9-3,Success,Verification passed
14338,6368,2026-05-22T20:35:00,11,SCN-11-4,Success,Verification passed
14339,4365,2026-05-19T20:02:00,7,SCN-7-3,Success,Verification passed
14340,5170,2026-05-14T21:21:00,6,SCN-6-2,Success,Verification passed
14341,4740,2026-05-14T20:33:00,5,SCN-5-1,Success,Verification passed
14342,8993,2026-05-17T19:34:00,11,SCN-11-1,Success,Verification passed
14343,6471,2026-05-15T20:38:00,13,SCN-13-1,Success,Verification passed
14344,4294,2026-05-18T23:09:00,7,SCN-7-4,Success,Verification passed
14345,7761,2026-05-15T20:06:00,12,SCN-12-3,Success,Verification passed
14346,21,2026-05-15T20:43:00,12,SCN-12-1,Success,Verification passed
14347,1006,2026-05-20T19:15:00,2,SCN-2-1,Success,Verification passed
14348,9575,2026-05-19T20:51:00,7,SCN-7-3,Success,Verification passed
14349,2437,2026-05-21T23:17:00,10,SCN-10-1,Suspicious Transfer,flagged by fraud rules
14350,9253,2026-05-17T19:35:00,11,SCN-11-4,Success,Verification passed
14351,8374,2026-05-18T22:03:00,8,SCN-8-4,Success,Verification passed
14352,8658,2026-05-22T20:35:00,7,SCN-7-4,Success,Verification passed
14353,8418,2026-05-22T18:52:00,8,SCN-8-1,Success,Verification passed
14354,2966,2026-05-20T19:23:00,2,SCN-2-4,Success,Verification passed
14355,7653,2026-05-17T20:39:00,7,SCN-7-1,Success,Verification passed
14356,6971,2026-05-15T19:30:00,14,SCN-14-3,Success,Verification passed
14357,3250,2026-05-14T19:32:00,1,SCN-1-2,Success,Verification passed
14358,6549,2026-05-23T17:06:00,11,SCN-11-3,Success,Verification passed
14359,6605,2026-05-19T20:46:00,7,SCN-7-4,Success,Verification passed
14360,6697,2026-05-21T20:54:00,8,SCN-8-4,Success,Verification passed
14361,7592,2026-05-16T16:19:00,1,SCN-1-3,Success,Verification passed
14362,2406,2026-05-20T21:19:00,6,SCN-6-4,Success,Verification passed
14363,2910,2026-05-14T20:29:00,5,SCN-5-3,Success,Verification passed
14364,8218,2026-05-22T19:30:00,7,SCN-7-4,Success,Verification passed
14365,7655,2026-05-19T19:09:00,10,SCN-10-1,Success,Verification passed
14366,3973,2026-05-17T20:19:00,10,SCN-10-2,Suspicious Transfer,flagged by fraud rules
14367,2385,2026-05-19T20:08:00,8,SCN-8-1,Success,Verification passed
14368,2241,2026-05-15T21:04:00,13,SCN-13-4,Success,Verification passed
14369,611,2026-05-15T21:11:00,15,SCN-15-4,Success,Verification passed
14370,8311,2026-05-15T19:13:00,13,SCN-13-3,Success,Verification passed
14371,623,2026-05-17T20:46:00,7,SCN-7-1,Success,Verification passed
14372,9364,2026-05-18T20:31:00,9,SCN-9-4,Success,Verification passed
14373,2536,2026-05-20T21:11:00,2,SCN-2-4,Success,Verification passed
14374,5917,2026-05-21T20:59:00,10,SCN-10-2,Suspicious Transfer,flagged by fraud rules
14375,5751,2026-05-15T21:11:00,13,SCN-13-1,Success,Verification passed
14376,9837,2026-05-21T21:36:00,10,SCN-10-4,Success,Verification passed
14377,8179,2026-05-23T15:07:00,7,SCN-7-2,Success,Verification passed
14378,6530,2026-05-14T19:16:00,4,SCN-4-4,Success,Verification passed
14379,9671,2026-05-15T20:14:00,15,SCN-15-1,Success,Verification passed
14380,7280,2026-05-14T20:19:00,4,SCN-4-3,Success,Verification passed
14381,3484,2026-05-18T21:01:00,9,SCN-9-3,Success,Verification passed
14382,5991,2026-05-15T19:17:00,16,SCN-16-1,Success,Verification passed
14383,4627,2026-05-21T22:27:00,10,SCN-10-4,Success,Verification passed
14384,4544,2026-05-18T23:08:00,7,SCN-7-3,Success,Verification passed
14385,7306,2026-05-20T20:47:00,1,SCN-1-2,Success,Verification passed
14386,2316,2026-05-20T19:41:00,3,SCN-3-4,Success,Verification passed
14387,5045,2026-05-19T19:10:00,10,SCN-10-4,Success,Verification passed
14388,3127,2026-05-21T22:48:00,7,SCN-7-3,Success,Verification passed
14389,2410,2026-05-14T20:15:00,6,SCN-6-3,Success,Verification passed
14390,3953,2026-05-17T19:08:00,7,SCN-7-4,Success,Verification passed
14391,9447,2026-05-21T21:36:00,9,SCN-9-1,Success,Verification passed
14392,1820,2026-05-14T20:45:00,5,SCN-5-2,Success,Verification passed
14393,6015,2026-05-19T20:07:00,7,SCN-7-3,Success,Verification passed
14394,5664,2026-05-18T20:46:00,9,SCN-9-3,Success,Verification passed
14395,6830,2026-05-14T18:54:00,5,SCN-5-2,Success,Verification passed
14396,3652,2026-05-16T14:56:00,2,SCN-2-1,Success,Verification passed
14397,3248,2026-05-22T20:59:00,7,SCN-7-1,Success,Verification passed
14398,4086,2026-05-20T19:59:00,1,SCN-1-1,Success,Verification passed
14399,7062,2026-05-16T15:40:00,5,SCN-5-1,Success,Verification passed
14400,8259,2026-05-23T16:10:00,7,SCN-7-1,Success,Verification passed
14401,8063,2026-05-17T21:07:00,7,SCN-7-3,Suspicious Transfer,flagged by fraud rules
14402,5163,2026-05-17T19:54:00,10,SCN-10-1,Success,Verification passed
14403,7600,2026-05-14T20:16:00,3,SCN-3-3,Success,Verification passed
14404,8777,2026-05-21T21:37:00,8,SCN-8-1,Success,Verification passed
14405,9145,2026-05-19T20:34:00,11,SCN-11-4,Success,Verification passed
14406,4084,2026-05-18T20:38:00,10,SCN-10-3,Success,Verification passed
14407,1072,2026-05-16T15:43:00,1,SCN-1-4,Success,Verification passed
14408,6216,2026-05-20T20:38:00,5,SCN-5-4,Success,Verification passed
14409,9503,2026-05-17T18:48:00,7,SCN-7-1,Success,Verification passed
14410,6497,2026-05-21T21:39:00,11,SCN-11-2,Success,Verification passed
14411,1507,2026-05-21T23:02:00,8,SCN-8-3,Success,Verification passed
14412,1758,2026-05-22T21:19:00,10,SCN-10-3,Success,Verification passed
14413,3238,2026-05-22T20:35:00,8,SCN-8-2,Success,Verification passed
14414,6689,2026-05-23T17:19:00,7,SCN-7-2,Success,Verification passed
14415,2502,2026-05-16T15:39:00,6,SCN-6-4,Success,Verification passed
14416,133,2026-05-17T19:01:00,9,SCN-9-1,Suspicious Transfer,flagged by fraud rules
14417,9051,2026-05-15T21:05:00,16,SCN-16-4,Success,Verification passed
14418,4050,2026-05-14T19:36:00,2,SCN-2-3,Duplicate,flagged by fraud rules
14419,2865,2026-05-19T20:09:00,10,SCN-10-2,Success,Verification passed
14420,9113,2026-05-17T20:35:00,7,SCN-7-1,Success,Verification passed
14421,17,2026-05-21T22:32:00,11,SCN-11-1,Success,Verification passed
14422,5891,2026-05-15T19:10:00,12,SCN-12-2,Success,Verification passed
14423,5492,2026-05-16T16:59:00,4,SCN-4-1,Success,Verification passed
14424,3766,2026-05-20T20:43:00,1,SCN-1-3,Success,Verification passed
14425,5300,2026-05-14T19:24:00,3,SCN-3-2,Success,Verification passed
14426,2118,2026-05-22T19:24:00,7,SCN-7-1,Success,Verification passed
14427,7723,2026-05-17T21:12:00,10,SCN-10-1,Success,Verification passed
14428,4597,2026-05-21T22:01:00,7,SCN-7-2,Success,Verification passed
14429,2911,2026-05-15T20:32:00,13,SCN-13-1,Success,Verification passed
14430,3406,2026-05-20T18:54:00,5,SCN-5-1,Invalid QR,flagged by fraud rules
14431,8856,2026-05-20T21:25:00,2,SCN-2-4,Success,Verification passed
14432,1697,2026-05-21T20:31:00,7,SCN-7-3,Invalid QR,flagged by fraud rules
14433,5250,2026-05-14T18:48:00,1,SCN-1-3,Success,Verification passed
14434,9274,2026-05-18T21:25:00,7,SCN-7-2,Success,Verification passed
14435,7673,2026-05-17T20:45:00,10,SCN-10-3,Success,Verification passed
14436,133,2026-05-17T19:13:00,9,SCN-9-3,Success,Verification passed
14437,9855,2026-05-19T20:13:00,9,SCN-9-1,Success,Verification passed
14438,6392,2026-05-16T16:13:00,2,SCN-2-2,Success,Verification passed
14439,3589,2026-05-23T15:31:00,7,SCN-7-3,Success,Verification passed
14440,2632,2026-05-16T17:09:00,5,SCN-5-1,Success,Verification passed
14441,2785,2026-05-19T19:33:00,7,SCN-7-1,Success,Verification passed
14442,3073,2026-05-17T19:46:00,10,SCN-10-4,Success,Verification passed
14443,1086,2026-05-20T18:59:00,6,SCN-6-3,Success,Verification passed
14444,9944,2026-05-18T22:04:00,10,SCN-10-3,Success,Verification passed
14445,1528,2026-05-22T20:29:00,9,SCN-9-2,Duplicate,flagged by fraud rules
14446,6622,2026-05-16T15:07:00,4,SCN-4-2,Success,Verification passed
14447,3217,2026-05-21T20:54:00,8,SCN-8-2,Success,Verification passed
14448,133,2026-05-17T20:20:00,9,SCN-9-4,Success,Verification passed
14449,1082,2026-05-16T15:51:00,3,SCN-3-4,Success,Verification passed
14450,3531,2026-05-15T19:18:00,15,SCN-15-2,Success,Verification passed
14451,7534,2026-05-18T21:18:00,11,SCN-11-2,Invalid QR,flagged by fraud rules
14452,8193,2026-05-17T21:01:00,10,SCN-10-2,Success,Verification passed
14453,8706,2026-05-20T19:00:00,6,SCN-6-1,Success,Verification passed
14454,8452,2026-05-16T16:15:00,5,SCN-5-3,Success,Verification passed
14455,6189,2026-05-23T17:05:00,11,SCN-11-2,Success,Verification passed
14456,7176,2026-05-20T20:00:00,1,SCN-1-2,Duplicate,flagged by fraud rules
14457,6905,2026-05-19T21:11:00,8,SCN-8-2,Success,Verification passed
14458,6350,2026-05-14T20:56:00,4,SCN-4-1,Success,Verification passed
14459,1262,2026-05-16T15:21:00,6,SCN-6-1,Success,Verification passed
14460,2028,2026-05-22T20:40:00,9,SCN-9-1,Success,Verification passed
14461,7526,2026-05-20T18:30:00,1,SCN-1-2,Success,Verification passed
14462,1483,2026-05-17T20:46:00,11,SCN-11-2,Success,Verification passed
14463,7686,2026-05-20T19:34:00,2,SCN-2-3,Success,Verification passed
14464,1283,2026-05-17T20:41:00,9,SCN-9-4,Success,Verification passed
14465,7247,2026-05-21T22:23:00,9,SCN-9-3,Success,Verification passed
14466,1818,2026-05-22T20:30:00,9,SCN-9-1,Success,Verification passed
14467,2898,2026-05-22T20:51:00,7,SCN-7-4,Success,Verification passed
14468,1568,2026-05-22T19:25:00,11,SCN-11-4,Success,Verification passed
14469,7027,2026-05-21T21:24:00,11,SCN-11-4,Success,Verification passed
14470,248,2026-05-22T20:33:00,11,SCN-11-4,Success,Verification passed
14471,9599,2026-05-23T15:39:00,9,SCN-9-3,Success,Verification passed
14472,4754,2026-05-18T21:44:00,10,SCN-10-3,Success,Verification passed
14473,1987,2026-05-21T22:07:00,7,SCN-7-1,Success,Verification passed
14474,2747,2026-05-21T20:50:00,10,SCN-10-4,Success,Verification passed
14475,5958,2026-05-22T19:48:00,10,SCN-10-1,Success,Verification passed
14476,1305,2026-05-19T18:47:00,7,SCN-7-3,Success,Verification passed
14477,8817,2026-05-21T21:28:00,8,SCN-8-1,Success,Verification passed
14478,1341,2026-05-15T20:33:00,14,SCN-14-3,Success,Verification passed
14479,912,2026-05-16T15:43:00,3,SCN-3-4,Success,Verification passed
14480,4517,2026-05-21T20:30:00,10,SCN-10-2,Success,Verification passed
14481,3163,2026-05-17T19:56:00,10,SCN-10-2,Success,Verification passed
14482,5924,2026-05-18T21:42:00,7,SCN-7-4,Success,Verification passed
14483,7951,2026-05-15T21:07:00,13,SCN-13-3,Success,Verification passed
14484,2099,2026-05-23T15:26:00,11,SCN-11-4,Success,Verification passed
14485,3623,2026-05-17T21:13:00,8,SCN-8-3,Success,Verification passed
14486,7780,2026-05-14T20:16:00,6,SCN-6-4,Success,Verification passed
14487,9878,2026-05-22T20:35:00,7,SCN-7-3,Success,Verification passed
14488,3304,2026-05-18T21:46:00,7,SCN-7-1,Success,Verification passed
14489,5160,2026-05-14T21:05:00,1,SCN-1-1,Success,Verification passed
14490,474,2026-05-18T22:59:00,10,SCN-10-3,Success,Verification passed
14491,1830,2026-05-14T19:47:00,4,SCN-4-3,Success,Verification passed
14492,1220,2026-05-14T18:44:00,3,SCN-3-3,Success,Verification passed
14493,1960,2026-05-14T20:53:00,6,SCN-6-3,Success,Verification passed
14494,2714,2026-05-18T22:39:00,9,SCN-9-4,Success,Verification passed
14495,4483,2026-05-17T20:44:00,9,SCN-9-2,Success,Verification passed
14496,1929,2026-05-23T15:38:00,7,SCN-7-4,Success,Verification passed
14497,354,2026-05-18T21:58:00,8,SCN-8-1,Invalid QR,flagged by fraud rules
14498,5923,2026-05-17T21:24:00,11,SCN-11-2,Success,Verification passed
14499,3681,2026-05-15T19:12:00,12,SCN-12-3,Success,Verification passed
14500,4781,2026-05-15T20:43:00,12,SCN-12-3,Success,Verification passed
14501,8235,2026-05-19T20:50:00,7,SCN-7-2,Success,Verification passed
14502,315,2026-05-19T18:30:00,7,SCN-7-3,Success,Verification passed
14503,2453,2026-05-17T18:41:00,10,SCN-10-1,Suspicious Transfer,flagged by fraud rules
14504,198,2026-05-22T20:22:00,11,SCN-11-3,Success,Verification passed
14505,2514,2026-05-18T22:54:00,7,SCN-7-4,Success,Verification passed
14506,5683,2026-05-17T20:29:00,10,SCN-10-1,Success,Verification passed
14507,3778,2026-05-22T18:53:00,11,SCN-11-3,Success,Verification passed
14508,6644,2026-05-18T23:12:00,11,SCN-11-3,Success,Verification passed
14509,4733,2026-05-17T19:56:00,9,SCN-9-1,Success,Verification passed
14510,5130,2026-05-14T20:05:00,1,SCN-1-2,Success,Verification passed
14511,5763,2026-05-17T21:06:00,7,SCN-7-3,Success,Verification passed
14512,309,2026-05-23T17:13:00,8,SCN-8-3,Success,Verification passed
14513,6693,2026-05-17T21:04:00,10,SCN-10-4,Success,Verification passed
14514,4557,2026-05-21T21:03:00,11,SCN-11-3,Success,Verification passed
14515,3577,2026-05-21T22:51:00,11,SCN-11-3,Success,Verification passed
14516,9888,2026-05-22T20:39:00,8,SCN-8-2,Success,Verification passed
14517,8871,2026-05-15T19:13:00,12,SCN-12-2,Success,Verification passed
14518,5872,2026-05-16T17:22:00,6,SCN-6-1,Success,Verification passed
14519,169,2026-05-23T16:08:00,7,SCN-7-4,Success,Verification passed
14520,7652,2026-05-16T17:05:00,4,SCN-4-3,Success,Verification passed
14521,8123,2026-05-17T19:15:00,11,SCN-11-4,Success,Verification passed
14522,3737,2026-05-21T22:45:00,11,SCN-11-4,Success,Verification passed
14523,7490,2026-05-14T19:23:00,2,SCN-2-1,Success,Verification passed
14524,4485,2026-05-19T21:06:00,7,SCN-7-2,Success,Verification passed
14525,6491,2026-05-15T18:50:00,16,SCN-16-2,Success,Verification passed
14526,2643,2026-05-17T20:04:00,11,SCN-11-2,Success,Verification passed
14527,9989,2026-05-23T15:14:00,10,SCN-10-1,Success,Verification passed
14528,5756,2026-05-20T21:23:00,1,SCN-1-4,Success,Verification passed
14529,7723,2026-05-17T19:47:00,10,SCN-10-2,Success,Verification passed
14530,431,2026-05-15T20:20:00,12,SCN-12-2,Success,Verification passed
14531,8668,2026-05-22T19:56:00,9,SCN-9-4,Success,Verification passed
14532,3873,2026-05-17T19:31:00,11,SCN-11-4,Success,Verification passed
14533,8388,2026-05-22T20:16:00,8,SCN-8-4,Success,Verification passed
14534,2232,2026-05-16T15:54:00,2,SCN-2-2,Success,Verification passed
14535,1035,2026-05-19T19:12:00,7,SCN-7-1,Success,Verification passed
14536,2387,2026-05-21T22:11:00,7,SCN-7-1,Suspicious Transfer,flagged by fraud rules
14537,6920,2026-05-14T20:45:00,1,SCN-1-2,Success,Verification passed
14538,2426,2026-05-20T19:27:00,3,SCN-3-3,Success,Verification passed
14539,9925,2026-05-19T20:35:00,8,SCN-8-1,Success,Verification passed
14540,9382,2026-05-16T17:19:00,2,SCN-2-3,Success,Verification passed
14541,6416,2026-05-20T19:40:00,4,SCN-4-2,Success,Verification passed
14542,8303,2026-05-17T18:37:00,11,SCN-11-1,Success,Verification passed
14543,2391,2026-05-15T20:27:00,15,SCN-15-3,Success,Verification passed
14544,1579,2026-05-23T15:27:00,9,SCN-9-4,Success,Verification passed
14545,6127,2026-05-21T21:24:00,9,SCN-9-1,Success,Verification passed
14546,2056,2026-05-20T20:24:00,4,SCN-4-2,Success,Verification passed
14547,8853,2026-05-17T20:29:00,10,SCN-10-2,Success,Verification passed
14548,1760,2026-05-14T20:41:00,6,SCN-6-3,Success,Verification passed
14549,9039,2026-05-23T14:31:00,7,SCN-7-2,Success,Verification passed
14550,796,2026-05-20T19:07:00,3,SCN-3-1,Success,Verification passed
14551,9727,2026-05-21T21:27:00,8,SCN-8-3,Success,Verification passed
14552,373,2026-05-17T19:20:00,7,SCN-7-1,Success,Verification passed
14553,8311,2026-05-15T19:51:00,13,SCN-13-4,Success,Verification passed
14554,3859,2026-05-23T15:52:00,7,SCN-7-2,Success,Verification passed
14555,4550,2026-05-14T18:42:00,4,SCN-4-1,Success,Verification passed
14556,7124,2026-05-18T21:23:00,11,SCN-11-1,Success,Verification passed
14557,3716,2026-05-20T18:47:00,1,SCN-1-3,Success,Verification passed
14558,3725,2026-05-19T19:55:00,11,SCN-11-4,Success,Verification passed
14559,2975,2026-05-19T20:53:00,11,SCN-11-3,Success,Verification passed
14560,2368,2026-05-22T20:34:00,9,SCN-9-3,Success,Verification passed
14561,8300,2026-05-14T18:37:00,5,SCN-5-2,Invalid QR,flagged by fraud rules
14562,580,2026-05-14T18:39:00,2,SCN-2-3,Success,Verification passed
14563,1574,2026-05-18T20:57:00,10,SCN-10-4,Success,Verification passed
14564,5190,2026-05-14T19:26:00,3,SCN-3-1,Success,Verification passed
14565,1814,2026-05-18T23:06:00,7,SCN-7-3,Success,Verification passed
14566,2460,2026-05-14T19:06:00,2,SCN-2-3,Success,Verification passed
14567,6306,2026-05-20T18:43:00,5,SCN-5-3,Success,Verification passed
14568,92,2026-05-16T16:49:00,6,SCN-6-4,Success,Verification passed
14569,1172,2026-05-16T16:15:00,3,SCN-3-4,Success,Verification passed
14570,378,2026-05-22T18:58:00,7,SCN-7-2,Success,Verification passed
14571,6071,2026-05-15T19:47:00,14,SCN-14-3,Success,Verification passed
14572,2407,2026-05-21T22:05:00,10,SCN-10-2,Success,Verification passed
14573,1283,2026-05-17T19:19:00,9,SCN-9-4,Success,Verification passed
14574,8073,2026-05-17T20:06:00,10,SCN-10-3,Success,Verification passed
14575,8502,2026-05-16T16:26:00,1,SCN-1-4,Success,Verification passed
14576,8268,2026-05-22T21:04:00,11,SCN-11-3,Success,Verification passed
14577,2245,2026-05-19T19:39:00,8,SCN-8-4,Success,Verification passed
14578,5117,2026-05-21T22:21:00,10,SCN-10-1,Success,Verification passed
14579,3667,2026-05-21T21:05:00,8,SCN-8-1,Success,Verification passed
14580,7364,2026-05-18T20:46:00,11,SCN-11-3,Success,Verification passed
14581,4257,2026-05-21T21:49:00,9,SCN-9-3,Success,Verification passed
14582,7146,2026-05-20T21:05:00,6,SCN-6-4,Success,Verification passed
14583,7655,2026-05-19T19:07:00,10,SCN-10-1,Success,Verification passed
14584,4891,2026-05-15T19:35:00,15,SCN-15-1,Success,Verification passed
14585,2529,2026-05-23T16:22:00,8,SCN-8-3,Success,Verification passed
14586,2738,2026-05-22T21:05:00,8,SCN-8-3,Success,Verification passed
14587,8933,2026-05-17T20:32:00,11,SCN-11-2,Success,Verification passed
14588,2285,2026-05-19T21:23:00,9,SCN-9-4,Success,Verification passed
14589,7390,2026-05-14T20:12:00,6,SCN-6-2,Success,Verification passed
14590,1176,2026-05-20T18:32:00,1,SCN-1-4,Success,Verification passed
14591,572,2026-05-16T16:45:00,1,SCN-1-3,Success,Verification passed
14592,9154,2026-05-18T23:20:00,10,SCN-10-1,Success,Verification passed
14593,7432,2026-05-16T16:06:00,6,SCN-6-4,Success,Verification passed
14594,3400,2026-05-14T19:13:00,6,SCN-6-3,Success,Verification passed
14595,3086,2026-05-20T18:52:00,1,SCN-1-1,Success,Verification passed
14596,6478,2026-05-22T19:27:00,10,SCN-10-2,Success,Verification passed
14597,4150,2026-05-14T19:07:00,1,SCN-1-4,Success,Verification passed
14598,6727,2026-05-21T21:09:00,10,SCN-10-2,Success,Verification passed
14599,9800,2026-05-14T20:48:00,3,SCN-3-1,Success,Verification passed
14600,2837,2026-05-21T22:42:00,9,SCN-9-3,Success,Verification passed
14601,6656,2026-05-20T20:31:00,4,SCN-4-4,Success,Verification passed
14602,5858,2026-05-22T18:35:00,10,SCN-10-4,Success,Verification passed
14603,9724,2026-05-18T23:18:00,9,SCN-9-2,Success,Verification passed
14604,8334,2026-05-18T23:15:00,7,SCN-7-1,Success,Verification passed
14605,7305,2026-05-19T20:27:00,9,SCN-9-1,Success,Verification passed
